Date,Open Price,Close Price,High Price,Low Price,Volume
28-Aug-2020,5999.99,5963.57,6033.04,5962.46,904215488
01-Sep-2020,5963.57,5862.05,5972.52,5824.04,960511936
02-Sep-2020,5862.05,5940.95,5974.70,5862.05,660227392
03-Sep-2020,5940.95,5850.86,5996.24,5838.02,689875776
04-Sep-2020,5850.86,5799.08,5904.16,5778.40,668762496
07-Sep-2020,5799.08,5937.40,5946.93,5798.47,490308576
08-Sep-2020,5937.40,5930.30,5985.26,5868.87,675833728
09-Sep-2020,5930.30,6012.84,6031.25,5923.43,663122368
10-Sep-2020,6012.84,6003.32,6028.76,5950.62,564219264
11-Sep-2020,6003.32,6032.09,6057.69,5992.93,524384512
