date,compound,neg,neu,pos,subjectivity,polarity,sentiment,tweet_vol,low,high,open,close,volume,google_trends_btc,returns
2021-02-05 10:00:00,0.3180181818181818,0.0,0.885818181818182,0.11418181818181816,0.09242424242424242,0.07727272727272728,positive,11,37239.42,37676.38,37278.08,37441.27,544.9368339,24,-0.007355643194604337
2021-02-05 11:00:00,0.11139659090909096,0.03457954545454546,0.8937386363636364,0.07164772727272727,0.25238085399449034,0.10107300275482096,positive,88,37435.0,37750.0,37441.27,37717.69,394.8735227,25,-0.0048211053624747716
2021-02-05 12:00:00,0.2232107913669064,0.023928057553956834,0.8736762589928062,0.10236690647482012,0.28639737560600853,0.11123701688000248,positive,139,37581.31,38177.84,37719.99,37899.97,1148.27904342,26,-0.011253338502045905
2021-02-05 13:00:00,0.11897633587786265,0.03061068702290077,0.8990229007633588,0.07035877862595417,0.2603103332206385,0.08415401286584495,positive,131,37838.26,38348.99,37892.46,38328.88,853.45145087,27,0.004460100645747018
2021-02-05 14:00:00,0.14990687500000005,0.02893125,0.8964687500000006,0.07459375,0.29031031295093795,0.12886255411255412,positive,160,38032.0,38342.6,38328.89,38158.31,1242.4948728,29,0.004157398661252488
2021-02-05 15:00:00,0.04803489932885905,0.04689261744966443,0.8917516778523489,0.061342281879194646,0.25313956923017333,0.03222704029751011,positive,149,37950.0,38349.0,38158.27,38000.0,1245.24438991,29,0.004166298560205376
2021-02-05 16:00:00,0.15738543046357611,0.03883443708609272,0.86917880794702,0.09199337748344372,0.2834342438895418,0.08475464595497709,positive,151,37710.0,38190.0,38000.0,37842.01,1309.15251201,28,-0.0021205231774866482
2021-02-05 17:00:00,0.14587514124293782,0.03707909604519773,0.8772711864406776,0.08564971751412427,0.2717271178288127,0.11373230896535977,positive,177,37783.06,37980.0,37842.01,37922.34,587.57896189,28,0.013851498270286143
2021-02-05 18:00:00,0.1508731343283582,0.042305970149253726,0.8631417910447757,0.09454477611940301,0.27510514257715746,0.10086363367146951,positive,134,37343.89,37948.0,37922.34,37400.68,1091.67164408,29,-0.006858122286537541
2021-02-05 19:00:00,0.17258120300751878,0.027992481203007527,0.8875263157894739,0.08448872180451128,0.2847301288936627,0.11812685121895651,positive,133,37275.0,37699.04,37408.21,37658.06,760.80915004,29,-0.00321750155748594
2021-02-05 20:00:00,0.10684035087719299,0.03948245614035089,0.8844649122807019,0.07603508771929826,0.2341396420343788,0.056337814232551076,positive,114,37527.33,37819.3,37658.06,37779.42,442.54500429,31,-0.00214886073731823
2021-02-05 21:00:00,0.09392559999999998,0.04488,0.8772719999999997,0.07787199999999998,0.32760233766233765,0.08341922077922077,positive,125,37716.0,37936.62,37772.3,37860.69,464.7576615,31,0.0007406199165777115
2021-02-05 22:00:00,0.14802815533980582,0.033757281553398064,0.8858834951456311,0.08035922330097087,0.23789034590005462,0.06605908250325727,positive,103,37720.0,38003.71,37860.68,37832.66,577.27104001,31,-0.012577100457453473
2021-02-05 23:00:00,0.0655518987341772,0.061873417721519,0.8580253164556967,0.08011392405063293,0.2637078744040769,0.06623372056916361,positive,79,37808.0,38336.31,37832.09,38311.49,605.38387255,29,-0.01167686080440069
2021-02-06 00:00:00,0.21932845528455286,0.02668292682926829,0.880560975609756,0.09274796747967479,0.38410118900972545,0.11378270216684859,positive,123,38250.0,38872.95,38327.09,38761.47,1432.84610021,30,-0.002290116384114022
2021-02-06 01:00:00,0.10888888888888887,0.03929166666666666,0.8836319444444443,0.07707638888888886,0.2852283930061707,0.10453390873529768,positive,144,38306.37,39487.0,38761.47,38850.34,3368.19821533,31,-0.014021830190601343
2021-02-06 02:00:00,0.1418255102040816,0.031010204081632655,0.8882755102040817,0.08069387755102041,0.22456902602310766,0.07109086491739554,positive,98,38650.0,39500.0,38851.71,39398.93,1736.60646727,29,-0.0002286602688130784
2021-02-06 03:00:00,0.20764736842105264,0.017810526315789475,0.8997894736842103,0.08238947368421054,0.2168381939697729,0.10606214399635454,positive,95,39238.12,39682.01,39398.92,39407.94,1440.61833579,30,0.0052492463704157544
