,Country,Date,Gold Price per tr oz
1650,France,2020-02-15,1458.1
1651,France,2020-02-16,1458.1
1652,France,2020-02-17,1459.6
1653,France,2020-02-18,1469.0
1654,France,2020-02-19,1486.4
1655,France,2020-02-20,1498.6
1656,France,2020-02-21,1514.3
1657,France,2020-02-22,1514.3
1658,France,2020-02-23,1514.3
1659,France,2020-02-24,1539.8
1660,France,2020-02-25,1519.0
1661,France,2020-02-26,1504.7
1662,France,2020-02-27,1503.7
1663,France,2020-02-28,1465.6
1664,France,2020-02-29,1465.6
1665,France,2020-03-01,1465.6
1666,France,2020-03-02,1437.1
1667,France,2020-03-03,1445.3
1668,France,2020-03-04,1473.7
1669,France,2020-03-05,1483.2
1670,France,2020-03-06,1488.6
1671,France,2020-03-07,1488.6
1672,France,2020-03-08,1488.6
1673,France,2020-03-09,1464.7
1674,France,2020-03-10,1459.5
1675,France,2020-03-11,1466.4
1676,France,2020-03-12,1417.4
1677,France,2020-03-13,1411.9
1678,France,2020-03-14,1411.9
1679,France,2020-03-15,1411.9
1680,France,2020-03-16,1335.6
1681,France,2020-03-17,1400.1
1682,France,2020-03-18,1382.9
1683,France,2020-03-19,1377.6
1684,France,2020-03-20,1398.1
1685,France,2020-03-21,1398.1
1686,France,2020-03-22,1398.1
1687,France,2020-03-23,1417.7
1688,France,2020-03-24,1487.3
1689,France,2020-03-25,1482.1
1690,France,2020-03-26,1483.0
1691,France,2020-03-27,1462.6
1692,France,2020-03-28,1462.6
1693,France,2020-03-29,1462.6
1694,France,2020-03-30,1467.3
1695,France,2020-03-31,1466.4
1696,France,2020-04-01,1443.2
1697,France,2020-04-02,1488.3
1698,France,2020-04-03,1493.8
1699,France,2020-04-04,1493.8
1700,France,2020-04-05,1493.8
1701,France,2020-04-06,1528.5
1702,France,2020-04-07,1515.6
1703,France,2020-04-08,1516.8
1704,France,2020-04-09,1536.5
1705,France,2020-04-10,1536.5
1706,France,2020-04-11,1536.5
1707,France,2020-04-12,1536.5
1708,France,2020-04-13,1541.8
1709,France,2020-04-14,1588.0
1710,France,2020-04-15,1576.0
1711,France,2020-04-16,1594.1
1712,France,2020-04-17,1554.4
1713,France,2020-04-18,1554.4
1714,France,2020-04-19,1554.4
1715,France,2020-04-20,1549.6
1716,France,2020-04-21,1548.6
1717,France,2020-04-22,1579.8
1718,France,2020-04-23,1603.5
1719,France,2020-04-24,1587.0
1720,France,2020-04-25,1587.0
1721,France,2020-04-26,1587.0
1722,France,2020-04-27,1582.0
1723,France,2020-04-28,1561.6
1724,France,2020-04-29,1569.4
1725,France,2020-04-30,1554.6
1726,France,2020-05-01,1531.8
1727,France,2020-05-02,1531.8
1728,France,2020-05-03,1531.8
1729,France,2020-05-04,1565.6
1730,France,2020-05-05,1567.8
1731,France,2020-05-06,1566.6
1732,France,2020-05-07,1581.1
1733,France,2020-05-08,1567.3
1734,France,2020-05-09,1567.3
1735,France,2020-05-10,1567.3
1736,France,2020-05-11,1573.0
1737,France,2020-05-12,1565.5
1738,France,2020-05-13,1576.2
1739,France,2020-05-14,1601.3
1740,France,2020-05-15,1604.1
1741,France,2020-05-16,1604.1
1742,France,2020-05-17,1604.1
1743,France,2020-05-18,1597.7
1744,France,2020-05-19,1587.5
1745,France,2020-05-20,1590.5
1746,France,2020-05-21,1576.5
1747,France,2020-05-22,1591.8
1748,France,2020-05-23,1591.8
1749,France,2020-05-24,1591.8
1750,France,2020-05-25,1591.4
1751,France,2020-05-26,1566.1
1752,France,2020-05-27,1544.3
1753,France,2020-05-28,1553.4
1754,France,2020-05-29,1554.1
1755,France,2020-05-30,1554.1
1756,France,2020-05-31,1554.1
1757,France,2020-06-01,1553.9
1758,France,2020-06-02,1557.9
1759,France,2020-06-03,1520.0
1760,France,2020-06-04,1498.6
1761,France,2020-06-05,1488.0
1762,France,2020-06-06,1488.0
1763,France,2020-06-07,1488.0
1764,France,2020-06-08,1495.8
1765,France,2020-06-09,1509.1
1766,France,2020-06-10,1517.0
1767,France,2020-06-11,1527.3
1768,France,2020-06-12,1541.4
1769,France,2020-06-13,1541.4
1770,France,2020-06-14,1541.4
1771,France,2020-06-15,1517.1
1772,France,2020-06-16,1530.5
1773,France,2020-06-17,1536.5
1774,France,2020-06-18,1532.6
1775,France,2020-06-19,1551.2
1776,France,2020-06-20,1551.2
1777,France,2020-06-21,1551.2
1778,France,2020-06-22,1566.3
1779,France,2020-06-23,1560.8
1780,France,2020-06-24,1566.3
1781,France,2020-06-25,1566.5
1782,France,2020-06-26,1560.1
1783,France,2020-06-27,1560.1
1784,France,2020-06-28,1560.1
1785,France,2020-06-29,1575.3
1786,France,2020-06-30,1574.2
1787,France,2020-07-01,1572.7
1788,France,2020-07-02,1583.0
1789,France,2020-07-03,1577.0
1790,France,2020-07-04,1577.0
1791,France,2020-07-05,1577.0
1792,France,2020-07-06,1579.8
1793,France,2020-07-07,1585.7
1794,France,2020-07-08,1598.9
1795,France,2020-07-09,1604.6
1796,France,2020-07-10,1593.1
1797,France,2020-07-11,1593.1
1798,France,2020-07-12,1593.1
1799,France,2020-07-13,1589.9
1800,France,2020-07-14,1580.9
1801,France,2020-07-15,1580.5
1802,France,2020-07-16,1581.3
1803,France,2020-07-17,1582.3
1804,France,2020-07-18,1582.3
1805,France,2020-07-19,1582.3
1806,France,2020-07-20,1587.1
1807,France,2020-07-21,1603.9
1808,France,2020-07-22,1597.9
1809,France,2020-07-23,1619.9
1810,France,2020-07-24,1636.3
1811,France,2020-07-25,1636.3
1812,France,2020-07-26,1636.3
1813,France,2020-07-27,1644.4
1814,France,2020-07-28,1654.9
1815,France,2020-07-29,1656.9
1816,France,2020-07-30,1659.8
1817,France,2020-07-31,1661.7
1818,France,2020-08-01,1661.7
1819,France,2020-08-02,1661.7
1820,France,2020-08-03,1668.6
1821,France,2020-08-04,1682.5
1822,France,2020-08-05,1723.7
1823,France,2020-08-06,1745.5
1824,France,2020-08-07,1723.0
1825,France,2020-08-08,1723.0
1826,France,2020-08-09,1723.0
1827,France,2020-08-10,1737.6
1828,France,2020-08-11,1648.6
1829,France,2020-08-12,1636.6
1830,France,2020-08-13,1642.5
1831,France,2020-08-14,1644.1
1832,France,2020-08-15,1644.1
1833,France,2020-08-16,1644.1
1834,France,2020-08-17,1662.4
1835,France,2020-08-18,1685.1
1836,France,2020-08-19,1664.6
1837,France,2020-08-20,1627.5
1838,France,2020-08-21,1633.6
1839,France,2020-08-22,1633.6
1840,France,2020-08-23,1633.6
1841,France,2020-08-24,1645.5
1842,France,2020-08-25,1616.4
1843,France,2020-08-26,1635.7
1844,France,2020-08-27,1631.8
1845,France,2020-08-28,1645.1
1846,France,2020-08-29,1645.1
1847,France,2020-08-30,1645.1
1848,France,2020-08-31,1636.7
1849,France,2020-09-01,1648.6
1850,France,2020-09-02,1644.4
1851,France,2020-09-03,1639.2
1852,France,2020-09-04,1632.8
1853,France,2020-09-05,1632.8
1854,France,2020-09-06,1632.8
1855,France,2020-09-07,1630.6
1856,France,2020-09-08,1620.5
1857,France,2020-09-09,1648.9
1858,France,2020-09-10,1656.4
1859,France,2020-09-11,1646.0
1860,Germany,2019-01-01,1118.8
1861,Germany,2019-01-02,1129.9
1862,Germany,2019-01-03,1132.8
1863,Germany,2019-01-04,1121.8
1864,Germany,2019-01-05,1121.8
1865,Germany,2019-01-06,1121.8
1866,Germany,2019-01-07,1127.4
1867,Germany,2019-01-08,1124.4
1868,Germany,2019-01-09,1119.5
1869,Germany,2019-01-10,1121.3
1870,Germany,2019-01-11,1123.0
1871,Germany,2019-01-12,1123.0
1872,Germany,2019-01-13,1123.0
1873,Germany,2019-01-14,1127.3
1874,Germany,2019-01-15,1132.2
1875,Germany,2019-01-16,1134.1
1876,Germany,2019-01-17,1134.2
1877,Germany,2019-01-18,1129.8
1878,Germany,2019-01-19,1129.8
1879,Germany,2019-01-20,1129.8
1880,Germany,2019-01-21,1125.8
1881,Germany,2019-01-22,1129.0
1882,Germany,2019-01-23,1124.7
1883,Germany,2019-01-24,1130.7
1884,Germany,2019-01-25,1135.2
1885,Germany,2019-01-26,1135.2
1886,Germany,2019-01-27,1135.2
1887,Germany,2019-01-28,1138.7
1888,Germany,2019-01-29,1145.5
1889,Germany,2019-01-30,1147.2
1890,Germany,2019-01-31,1153.2
1891,Germany,2019-02-01,1149.9
1892,Germany,2019-02-02,1149.9
1893,Germany,2019-02-03,1149.9
1894,Germany,2019-02-04,1148.1
1895,Germany,2019-02-05,1151.8
1896,Germany,2019-02-06,1153.4
1897,Germany,2019-02-07,1153.6
1898,Germany,2019-02-08,1160.7
1899,Germany,2019-02-09,1160.7
1900,Germany,2019-02-10,1160.7
1901,Germany,2019-02-11,1158.6
1902,Germany,2019-02-12,1159.3
1903,Germany,2019-02-13,1163.1
1904,Germany,2019-02-14,1163.2
1905,Germany,2019-02-15,1168.9
1906,Germany,2019-02-16,1168.9
1907,Germany,2019-02-17,1168.9
1908,Germany,2019-02-18,1172.3
1909,Germany,2019-02-19,1177.1
1910,Germany,2019-02-20,1184.0
1911,Germany,2019-02-21,1173.2
1912,Germany,2019-02-22,1172.1
1913,Germany,2019-02-23,1172.1
1914,Germany,2019-02-24,1172.1
1915,Germany,2019-02-25,1173.0
1916,Germany,2019-02-26,1166.6
1917,Germany,2019-02-27,1162.2
1918,Germany,2019-02-28,1158.5
1919,Germany,2019-03-01,1152.1
1920,Germany,2019-03-02,1152.1
1921,Germany,2019-03-03,1152.1
1922,Germany,2019-03-04,1135.4
1923,Germany,2019-03-05,1135.6
1924,Germany,2019-03-06,1136.2
1925,Germany,2019-03-07,1144.4
1926,Germany,2019-03-08,1154.3
1927,Germany,2019-03-09,1154.3
1928,Germany,2019-03-10,1154.3
1929,Germany,2019-03-11,1151.8
1930,Germany,2019-03-12,1150.4
1931,Germany,2019-03-13,1155.6
1932,Germany,2019-03-14,1146.1
1933,Germany,2019-03-15,1150.9
1934,Germany,2019-03-16,1150.9
1935,Germany,2019-03-17,1150.9
1936,Germany,2019-03-18,1151.6
1937,Germany,2019-03-19,1152.5
1938,Germany,2019-03-20,1148.4
1939,Germany,2019-03-21,1152.8
1940,Germany,2019-03-22,1162.2
1941,Germany,2019-03-23,1162.2
1942,Germany,2019-03-24,1162.2
1943,Germany,2019-03-25,1165.4
1944,Germany,2019-03-26,1166.9
1945,Germany,2019-03-27,1164.0
1946,Germany,2019-03-28,1152.8
1947,Germany,2019-03-29,1153.7
1948,Germany,2019-03-30,1153.7
1949,Germany,2019-03-31,1153.7
1950,Germany,2019-04-01,1152.8
1951,Germany,2019-04-02,1153.0
1952,Germany,2019-04-03,1149.2
1953,Germany,2019-04-04,1144.0
1954,Germany,2019-04-05,1148.0
1955,Germany,2019-04-06,1148.0
1956,Germany,2019-04-07,1148.0
1957,Germany,2019-04-08,1154.4
1958,Germany,2019-04-09,1155.9
1959,Germany,2019-04-10,1160.3
1960,Germany,2019-04-11,1152.1
1961,Germany,2019-04-12,1144.0
1962,Germany,2019-04-13,1144.0
1963,Germany,2019-04-14,1144.0
1964,Germany,2019-04-15,1136.8
1965,Germany,2019-04-16,1129.5
1966,Germany,2019-04-17,1128.8
1967,Germany,2019-04-18,1134.6
1968,Germany,2019-04-19,1134.6
1969,Germany,2019-04-20,1134.6
1970,Germany,2019-04-21,1134.6
1971,Germany,2019-04-22,1133.5
1972,Germany,2019-04-23,1132.8
1973,Germany,2019-04-24,1135.2
1974,Germany,2019-04-25,1149.3
1975,Germany,2019-04-26,1150.5
1976,Germany,2019-04-27,1150.5
1977,Germany,2019-04-28,1150.5
1978,Germany,2019-04-29,1145.9
1979,Germany,2019-04-30,1144.2
1980,Germany,2019-05-01,1142.1
1981,Germany,2019-05-02,1136.5
1982,Germany,2019-05-03,1142.8
1983,Germany,2019-05-04,1142.8
1984,Germany,2019-05-05,1142.8
1985,Germany,2019-05-06,1142.1
1986,Germany,2019-05-07,1145.2
1987,Germany,2019-05-08,1147.3
1988,Germany,2019-05-09,1145.3
1989,Germany,2019-05-10,1144.7
1990,Germany,2019-05-11,1144.7
1991,Germany,2019-05-12,1144.7
1992,Germany,2019-05-13,1152.4
1993,Germany,2019-05-14,1158.1
1994,Germany,2019-05-15,1159.2
1995,Germany,2019-05-16,1155.5
1996,Germany,2019-05-17,1147.7
1997,Germany,2019-05-18,1147.7
1998,Germany,2019-05-19,1147.7
1999,Germany,2019-05-20,1143.6
2000,Germany,2019-05-21,1136.8
2001,Germany,2019-05-22,1142.0
2002,Germany,2019-05-23,1151.3
2003,Germany,2019-05-24,1144.7
2004,Germany,2019-05-25,1144.7
2005,Germany,2019-05-26,1144.7
2006,Germany,2019-05-27,1145.9
2007,Germany,2019-05-28,1144.0
2008,Germany,2019-05-29,1150.2
2009,Germany,2019-05-30,1151.3
2010,Germany,2019-05-31,1162.6
2011,Germany,2019-06-01,1162.6
2012,Germany,2019-06-02,1162.6
2013,Germany,2019-06-03,1175.8
2014,Germany,2019-06-04,1178.9
2015,Germany,2019-06-05,1185.5
2016,Germany,2019-06-06,1183.7
2017,Germany,2019-06-07,1182.5
2018,Germany,2019-06-08,1182.5
2019,Germany,2019-06-09,1182.5
2020,Germany,2019-06-10,1174.2
2021,Germany,2019-06-11,1170.5
2022,Germany,2019-06-12,1176.9
2023,Germany,2019-06-13,1185.1
2024,Germany,2019-06-14,1203.8
2025,Germany,2019-06-15,1203.8
2026,Germany,2019-06-16,1203.8
2027,Germany,2019-06-17,1194.8
2028,Germany,2019-06-18,1199.2
2029,Germany,2019-06-19,1198.4
2030,Germany,2019-06-20,1221.8
2031,Germany,2019-06-21,1234.2
2032,Germany,2019-06-22,1234.2
2033,Germany,2019-06-23,1234.2
2034,Germany,2019-06-24,1234.2
2035,Germany,2019-06-25,1257.6
2036,Germany,2019-06-26,1234.1
2037,Germany,2019-06-27,1233.7
2038,Germany,2019-06-28,1237.3
2039,Germany,2019-06-29,1237.3
2040,Germany,2019-06-30,1237.3
2041,Germany,2019-07-01,1227.5
2042,Germany,2019-07-02,1231.6
2043,Germany,2019-07-03,1252.9
2044,Germany,2019-07-04,1254.1
2045,Germany,2019-07-05,1237.4
2046,Germany,2019-07-06,1237.4
2047,Germany,2019-07-07,1237.4
2048,Germany,2019-07-08,1248.4
2049,Germany,2019-07-09,1241.7
2050,Germany,2019-07-10,1251.7
2051,Germany,2019-07-11,1256.3
2052,Germany,2019-07-12,1250.9
2053,Germany,2019-07-13,1250.9
2054,Germany,2019-07-14,1250.9
2055,Germany,2019-07-15,1254.1
2056,Germany,2019-07-16,1256.2
2057,Germany,2019-07-17,1256.4
2058,Germany,2019-07-18,1263.5
2059,Germany,2019-07-19,1282.9
2060,Germany,2019-07-20,1282.9
2061,Germany,2019-07-21,1282.9
2062,Germany,2019-07-22,1272.2
2063,Germany,2019-07-23,1278.5
2064,Germany,2019-07-24,1280.6
2065,Germany,2019-07-25,1269.1
2066,Germany,2019-07-26,1276.6
2067,Germany,2019-07-27,1276.6
2068,Germany,2019-07-28,1276.6
2069,Germany,2019-07-29,1274.8
2070,Germany,2019-07-30,1280.0
2071,Germany,2019-07-31,1282.2
2072,Germany,2019-08-01,1272.1
2073,Germany,2019-08-02,1298.6
2074,Germany,2019-08-03,1298.6
2075,Germany,2019-08-04,1298.6
2076,Germany,2019-08-05,1310.0
2077,Germany,2019-08-06,1309.8
2078,Germany,2019-08-07,1342.8
2079,Germany,2019-08-08,1335.4
2080,Germany,2019-08-09,1337.1
2081,Germany,2019-08-10,1337.1
2082,Germany,2019-08-11,1337.1
2083,Germany,2019-08-12,1341.2
2084,Germany,2019-08-13,1339.3
2085,Germany,2019-08-14,1357.2
2086,Germany,2019-08-15,1364.4
2087,Germany,2019-08-16,1364.5
2088,Germany,2019-08-17,1364.5
2089,Germany,2019-08-18,1364.5
2090,Germany,2019-08-19,1348.8
2091,Germany,2019-08-20,1356.8
2092,Germany,2019-08-21,1355.1
2093,Germany,2019-08-22,1355.6
2094,Germany,2019-08-23,1353.7
2095,Germany,2019-08-24,1353.7
2096,Germany,2019-08-25,1353.7
2097,Germany,2019-08-26,1353.1
2098,Germany,2019-08-27,1380.9
2099,Germany,2019-08-28,1387.9
2100,Germany,2019-08-29,1391.8
2101,Germany,2019-08-30,1387.9
2102,Germany,2019-08-31,1387.9
2103,Germany,2019-09-01,1387.9
2104,Germany,2019-09-02,1391.3
2105,Germany,2019-09-03,1402.8
2106,Germany,2019-09-04,1401.8
2107,Germany,2019-09-05,1384.6
2108,Germany,2019-09-06,1379.2
2109,Germany,2019-09-07,1379.2
2110,Germany,2019-09-08,1379.2
2111,Germany,2019-09-09,1364.9
2112,Germany,2019-09-10,1357.0
2113,Germany,2019-09-11,1355.5
2114,Germany,2019-09-12,1373.7
2115,Germany,2019-09-13,1356.1
2116,Germany,2019-09-14,1356.1
2117,Germany,2019-09-15,1356.1
2118,Germany,2019-09-16,1361.4
2119,Germany,2019-09-17,1359.4
2120,Germany,2019-09-18,1359.5
2121,Germany,2019-09-19,1357.3
2122,Germany,2019-09-20,1363.9
2123,Germany,2019-09-21,1363.9
2124,Germany,2019-09-22,1363.9
2125,Germany,2019-09-23,1384.3
2126,Germany,2019-09-24,1382.8
2127,Germany,2019-09-25,1395.1
2128,Germany,2019-09-26,1376.8
2129,Germany,2019-09-27,1361.0
2130,Germany,2019-09-28,1361.0
2131,Germany,2019-09-29,1361.0
2132,Germany,2019-09-30,1362.4
2133,Germany,2019-10-01,1349.6
2134,Germany,2019-10-02,1363.7
2135,Germany,2019-10-03,1381.1
2136,Germany,2019-10-04,1365.4
2137,Germany,2019-10-05,1365.4
2138,Germany,2019-10-06,1365.4
2139,Germany,2019-10-07,1365.4
2140,Germany,2019-10-08,1374.4
2141,Germany,2019-10-09,1372.7
2142,Germany,2019-10-10,1357.2
2143,Germany,2019-10-11,1340.3
2144,Germany,2019-10-12,1340.3
2145,Germany,2019-10-13,1340.3
2146,Germany,2019-10-14,1352.0
2147,Germany,2019-10-15,1348.0
2148,Germany,2019-10-16,1343.9
2149,Germany,2019-10-17,1342.8
2150,Germany,2019-10-18,1337.6
2151,Germany,2019-10-19,1337.6
2152,Germany,2019-10-20,1337.6
2153,Germany,2019-10-21,1338.2
2154,Germany,2019-10-22,1334.4
2155,Germany,2019-10-23,1344.4
2156,Germany,2019-10-24,1347.7
2157,Germany,2019-10-25,1364.6
2158,Germany,2019-10-26,1364.6
2159,Germany,2019-10-27,1364.6
2160,Germany,2019-10-28,1345.4
2161,Germany,2019-10-29,1337.6
2162,Germany,2019-10-30,1341.5
2163,Germany,2019-10-31,1354.3
2164,Germany,2019-11-01,1350.8
2165,Germany,2019-11-02,1350.8
2166,Germany,2019-11-03,1350.8
2167,Germany,2019-11-04,1353.1
2168,Germany,2019-11-05,1344.5
2169,Germany,2019-11-06,1341.9
2170,Germany,2019-11-07,1343.9
2171,Germany,2019-11-08,1328.5
2172,Germany,2019-11-09,1328.5
2173,Germany,2019-11-10,1328.5
2174,Germany,2019-11-11,1322.0
2175,Germany,2019-11-12,1318.6
2176,Germany,2019-11-13,1328.8
2177,Germany,2019-11-14,1333.1
2178,Germany,2019-11-15,1327.3
2179,Germany,2019-11-16,1327.3
2180,Germany,2019-11-17,1327.3
2181,Germany,2019-11-18,1324.5
2182,Germany,2019-11-19,1325.4
2183,Germany,2019-11-20,1329.9
2184,Germany,2019-11-21,1324.5
2185,Germany,2019-11-22,1327.3
2186,Germany,2019-11-23,1327.3
2187,Germany,2019-11-24,1327.3
2188,Germany,2019-11-25,1324.4
2189,Germany,2019-11-26,1320.7
2190,Germany,2019-11-27,1322.2
2191,Germany,2019-11-28,1321.6
2192,Germany,2019-11-29,1324.3
2193,Germany,2019-11-30,1324.3
2194,Germany,2019-12-01,1324.3
2195,Germany,2019-12-02,1319.6
2196,Germany,2019-12-03,1332.9
2197,Germany,2019-12-04,1330.4
2198,Germany,2019-12-05,1330.6
2199,Germany,2019-12-06,1321.1
2200,Germany,2019-12-07,1321.1
2201,Germany,2019-12-08,1321.1
2202,Germany,2019-12-09,1320.5
2203,Germany,2019-12-10,1321.1
2204,Germany,2019-12-11,1323.2
2205,Germany,2019-12-12,1320.3
2206,Germany,2019-12-13,1316.9
2207,Germany,2019-12-14,1316.9
2208,Germany,2019-12-15,1316.9
2209,Germany,2019-12-16,1327.0
2210,Germany,2019-12-17,1323.2
2211,Germany,2019-12-18,1324.9
2212,Germany,2019-12-19,1328.4
2213,Germany,2019-12-20,1334.2
2214,Germany,2019-12-21,1334.2
2215,Germany,2019-12-22,1334.2
2216,Germany,2019-12-23,1336.7
2217,Germany,2019-12-24,1336.4
2218,Germany,2019-12-25,1336.4
2219,Germany,2019-12-26,1335.4
2220,Germany,2019-12-27,1354.0
2221,Germany,2019-12-28,1354.0
2222,Germany,2019-12-29,1354.0
2223,Germany,2019-12-30,1352.0
2224,Germany,2019-12-31,1349.4
2225,Germany,2020-01-01,1349.4
2226,Germany,2020-01-02,1363.4
2227,Germany,2020-01-03,1387.2
2228,Germany,2020-01-04,1387.2
2229,Germany,2020-01-05,1387.2
2230,Germany,2020-01-06,1405.9
2231,Germany,2020-01-07,1407.2
2232,Germany,2020-01-08,1413.7
2233,Germany,2020-01-09,1396.8
2234,Germany,2020-01-10,1397.9
2235,Germany,2020-01-11,1397.9
2236,Germany,2020-01-12,1397.9
2237,Germany,2020-01-13,1392.0
2238,Germany,2020-01-14,1389.3
2239,Germany,2020-01-15,1389.1
2240,Germany,2020-01-16,1395.3
2241,Germany,2020-01-17,1403.9
2242,Germany,2020-01-18,1403.9
2243,Germany,2020-01-19,1403.9
2244,Germany,2020-01-20,1407.8
2245,Germany,2020-01-21,1397.8
2246,Germany,2020-01-22,1405.7
2247,Germany,2020-01-23,1415.0
2248,Germany,2020-01-24,1418.9
2249,Germany,2020-01-25,1418.9
2250,Germany,2020-01-26,1418.9
2251,Germany,2020-01-27,1434.8
2252,Germany,2020-01-28,1430.8
2253,Germany,2020-01-29,1430.6
2254,Germany,2020-01-30,1430.2
2255,Germany,2020-01-31,1429.5
2256,Germany,2020-02-01,1429.5
2257,Germany,2020-02-02,1429.5
2258,Germany,2020-02-03,1424.2
2259,Germany,2020-02-04,1411.7
2260,Germany,2020-02-05,1411.8
2261,Germany,2020-02-06,1424.1
2262,Germany,2020-02-07,1434.4
2263,Germany,2020-02-08,1434.4
2264,Germany,2020-02-09,1434.4
2265,Germany,2020-02-10,1440.1
2266,Germany,2020-02-11,1438.8
2267,Germany,2020-02-12,1435.2
2268,Germany,2020-02-13,1451.9
2269,Germany,2020-02-14,1458.1
2270,Germany,2020-02-15,1458.1
2271,Germany,2020-02-16,1458.1
2272,Germany,2020-02-17,1459.6
2273,Germany,2020-02-18,1469.0
2274,Germany,2020-02-19,1486.4
2275,Germany,2020-02-20,1498.6
2276,Germany,2020-02-21,1514.3
2277,Germany,2020-02-22,1514.3
2278,Germany,2020-02-23,1514.3
2279,Germany,2020-02-24,1539.8
2280,Germany,2020-02-25,1519.0
2281,Germany,2020-02-26,1504.7
2282,Germany,2020-02-27,1503.7
2283,Germany,2020-02-28,1465.6
2284,Germany,2020-02-29,1465.6
2285,Germany,2020-03-01,1465.6
2286,Germany,2020-03-02,1437.1
2287,Germany,2020-03-03,1445.3
2288,Germany,2020-03-04,1473.7
2289,Germany,2020-03-05,1483.2
2290,Germany,2020-03-06,1488.6
2291,Germany,2020-03-07,1488.6
2292,Germany,2020-03-08,1488.6
2293,Germany,2020-03-09,1464.7
2294,Germany,2020-03-10,1459.5
2295,Germany,2020-03-11,1466.4
2296,Germany,2020-03-12,1417.4
2297,Germany,2020-03-13,1411.9
2298,Germany,2020-03-14,1411.9
2299,Germany,2020-03-15,1411.9
2300,Germany,2020-03-16,1335.6
2301,Germany,2020-03-17,1400.1
2302,Germany,2020-03-18,1382.9
2303,Germany,2020-03-19,1377.6
2304,Germany,2020-03-20,1398.1
2305,Germany,2020-03-21,1398.1
2306,Germany,2020-03-22,1398.1
2307,Germany,2020-03-23,1417.7
2308,Germany,2020-03-24,1487.3
2309,Germany,2020-03-25,1482.1
2310,Germany,2020-03-26,1483.0
2311,Germany,2020-03-27,1462.6
2312,Germany,2020-03-28,1462.6
2313,Germany,2020-03-29,1462.6
2314,Germany,2020-03-30,1467.3
2315,Germany,2020-03-31,1466.4
2316,Germany,2020-04-01,1443.2
2317,Germany,2020-04-02,1488.3
2318,Germany,2020-04-03,1493.8
2319,Germany,2020-04-04,1493.8
2320,Germany,2020-04-05,1493.8
2321,Germany,2020-04-06,1528.5
2322,Germany,2020-04-07,1515.6
2323,Germany,2020-04-08,1516.8
2324,Germany,2020-04-09,1536.5
2325,Germany,2020-04-10,1536.5
2326,Germany,2020-04-11,1536.5
2327,Germany,2020-04-12,1536.5
2328,Germany,2020-04-13,1541.8
2329,Germany,2020-04-14,1588.0
2330,Germany,2020-04-15,1576.0
2331,Germany,2020-04-16,1594.1
2332,Germany,2020-04-17,1554.4
2333,Germany,2020-04-18,1554.4
2334,Germany,2020-04-19,1554.4
2335,Germany,2020-04-20,1549.6
2336,Germany,2020-04-21,1548.6
2337,Germany,2020-04-22,1579.8
2338,Germany,2020-04-23,1603.5
2339,Germany,2020-04-24,1587.0
2340,Germany,2020-04-25,1587.0
2341,Germany,2020-04-26,1587.0
2342,Germany,2020-04-27,1582.0
2343,Germany,2020-04-28,1561.6
2344,Germany,2020-04-29,1569.4
2345,Germany,2020-04-30,1554.6
2346,Germany,2020-05-01,1531.8
2347,Germany,2020-05-02,1531.8
2348,Germany,2020-05-03,1531.8
2349,Germany,2020-05-04,1565.6
2350,Germany,2020-05-05,1567.8
2351,Germany,2020-05-06,1566.6
2352,Germany,2020-05-07,1581.1
2353,Germany,2020-05-08,1567.3
2354,Germany,2020-05-09,1567.3
2355,Germany,2020-05-10,1567.3
2356,Germany,2020-05-11,1573.0
2357,Germany,2020-05-12,1565.5
2358,Germany,2020-05-13,1576.2
2359,Germany,2020-05-14,1601.3
2360,Germany,2020-05-15,1604.1
2361,Germany,2020-05-16,1604.1
2362,Germany,2020-05-17,1604.1
2363,Germany,2020-05-18,1597.7
2364,Germany,2020-05-19,1587.5
2365,Germany,2020-05-20,1590.5
2366,Germany,2020-05-21,1576.5
2367,Germany,2020-05-22,1591.8
2368,Germany,2020-05-23,1591.8
2369,Germany,2020-05-24,1591.8
2370,Germany,2020-05-25,1591.4
2371,Germany,2020-05-26,1566.1
2372,Germany,2020-05-27,1544.3
2373,Germany,2020-05-28,1553.4
2374,Germany,2020-05-29,1554.1
2375,Germany,2020-05-30,1554.1
2376,Germany,2020-05-31,1554.1
2377,Germany,2020-06-01,1553.9
2378,Germany,2020-06-02,1557.9
2379,Germany,2020-06-03,1520.0
2380,Germany,2020-06-04,1498.6
2381,Germany,2020-06-05,1488.0
2382,Germany,2020-06-06,1488.0
2383,Germany,2020-06-07,1488.0
2384,Germany,2020-06-08,1495.8
2385,Germany,2020-06-09,1509.1
2386,Germany,2020-06-10,1517.0
2387,Germany,2020-06-11,1527.3
2388,Germany,2020-06-12,1541.4
2389,Germany,2020-06-13,1541.4
2390,Germany,2020-06-14,1541.4
2391,Germany,2020-06-15,1517.1
2392,Germany,2020-06-16,1530.5
2393,Germany,2020-06-17,1536.5
2394,Germany,2020-06-18,1532.6
2395,Germany,2020-06-19,1551.2
2396,Germany,2020-06-20,1551.2
2397,Germany,2020-06-21,1551.2
2398,Germany,2020-06-22,1566.3
2399,Germany,2020-06-23,1560.8
2400,Germany,2020-06-24,1566.3
2401,Germany,2020-06-25,1566.5
2402,Germany,2020-06-26,1560.1
2403,Germany,2020-06-27,1560.1
2404,Germany,2020-06-28,1560.1
2405,Germany,2020-06-29,1575.3
2406,Germany,2020-06-30,1574.2
2407,Germany,2020-07-01,1572.7
