Country,Date,total_cases,total_deaths,Gold Price per tr oz,Silver Price per tr oz,Exchange to USD,BIT_price,ETH_price,Stock_Price,Stock Index,ad_Gold_Price,ad_Silver_Price
United Kingdom,2019-02-21,0.0,0.0,1018.8,12.109000000000002,1.306,3889.7584851849,142.8699894413,7167.39,FTSE 100,780.0918836140887,9.271822358346096
Brazil,2019-02-22,0.0,0.0,4996.2,59.66,3.7376,3933.6075896328,146.6658011571,97886.0,BOVESPA,1336.740154109589,15.962114726027396
United States,2019-02-22,0.0,0.0,1329.1,15.919,1.0,3933.6075896328,146.6658011571,7527.540039,NASDAQ,1329.1,15.919
Germany,2019-02-22,0.0,0.0,1172.1,14.03,1.1342,3933.6075896328,146.6658011571,11457.700195,DAX,1033.4156233468523,12.369952389349319
France,2019-02-22,0.0,0.0,1172.1,14.03,1.1342,3933.6075896328,146.6658011571,5215.850098,CAC 40,1033.4156233468523,12.369952389349319
Canada,2019-02-22,0.0,0.0,1752.4,20.91,1.3188,3933.6075896328,146.6658011571,16013.0,S&P/TSX,1328.7837427964816,15.855323020928116
Italy,2019-02-22,0.0,0.0,1172.1,14.03,1.1342,3933.6075896328,146.6658011571,20263.0,FTSE MIB,1033.4156233468523,12.369952389349319
Japan,2019-02-22,0.0,0.0,147198.9,1758.64,110.7,3933.6075896328,146.6658011571,21425.509766,Nikkei,1329.710027100271,15.886540198735322
China,2019-02-22,0.0,0.0,8929.4,106.89,6.7112,3933.6075896328,146.6658011571,2804.226074,SSE,1330.5221122899034,15.927106925736084
India,2019-02-22,0.0,0.0,94598.4,1128.62,71.07,3933.6075896328,146.6658011571,10791.650391,NSE,1331.0595187842973,15.880399606022232
United Kingdom,2019-02-22,0.0,0.0,1017.9,12.1952,1.3067,3933.6075896328,146.6658011571,7178.6,FTSE 100,778.9852299686232,9.33282314226678
Brazil,2019-02-23,0.0,0.0,4977.24,59.66,3.7376,4105.112758596099,157.0470866597,97886.0,BOVESPA,1331.6673801369861,15.962114726027396
United States,2019-02-23,0.0,0.0,1329.1,15.919,1.0,4105.112758596099,157.0470866597,7527.540039,NASDAQ,1329.1,15.919
Germany,2019-02-23,0.0,0.0,1172.1,14.03,1.1342,4105.112758596099,157.0470866597,11457.700195,DAX,1033.4156233468523,12.369952389349319
France,2019-02-23,0.0,0.0,1172.1,14.03,1.1342,4105.112758596099,157.0470866597,5215.850098,CAC 40,1033.4156233468523,12.369952389349319
Canada,2019-02-23,0.0,0.0,1752.4,20.91,1.3188,4105.112758596099,157.0470866597,16013.0,S&P/TSX,1328.7837427964816,15.855323020928116
Italy,2019-02-23,0.0,0.0,1172.1,14.03,1.1342,4105.112758596099,157.0470866597,20263.0,FTSE MIB,1033.4156233468523,12.369952389349319
Japan,2019-02-23,0.0,0.0,147198.9,1758.64,110.7,4105.112758596099,157.0470866597,21425.509766,Nikkei,1329.710027100271,15.886540198735322
China,2019-02-23,0.0,0.0,8929.4,106.89,6.7112,4105.112758596099,157.0470866597,2804.226074,SSE,1330.5221122899034,15.927106925736084
India,2019-02-23,0.0,0.0,94598.4,1128.62,71.07,4105.112758596099,157.0470866597,10791.650391,NSE,1331.0595187842973,15.880399606022232
United Kingdom,2019-02-23,0.0,0.0,1017.9,12.1952,1.3067,4105.112758596099,157.0470866597,7178.6,FTSE 100,778.9852299686232,9.33282314226678
Brazil,2019-02-24,0.0,0.0,4977.24,59.66,3.7376,3763.6205157956,137.763890984,97886.0,BOVESPA,1331.6673801369861,15.962114726027396
United States,2019-02-24,0.0,0.0,1329.1,15.919,1.0,3763.6205157956,137.763890984,7527.540039,NASDAQ,1329.1,15.919
Germany,2019-02-24,0.0,0.0,1172.1,14.03,1.1342,3763.6205157956,137.763890984,11457.700195,DAX,1033.4156233468523,12.369952389349319
France,2019-02-24,0.0,0.0,1172.1,14.03,1.1342,3763.6205157956,137.763890984,5215.850098,CAC 40,1033.4156233468523,12.369952389349319
Canada,2019-02-24,0.0,0.0,1752.4,20.91,1.3188,3763.6205157956,137.763890984,16013.0,S&P/TSX,1328.7837427964816,15.855323020928116
Italy,2019-02-24,0.0,0.0,1172.1,14.03,1.1342,3763.6205157956,137.763890984,20263.0,FTSE MIB,1033.4156233468523,12.369952389349319
Japan,2019-02-24,0.0,0.0,147198.9,1758.64,110.7,3763.6205157956,137.763890984,21425.509766,Nikkei,1329.710027100271,15.886540198735322
China,2019-02-24,0.0,0.0,8929.4,106.89,6.7112,3763.6205157956,137.763890984,2804.226074,SSE,1330.5221122899034,15.927106925736084
India,2019-02-24,0.0,0.0,94598.4,1128.62,71.07,3763.6205157956,137.763890984,10791.650391,NSE,1331.0595187842973,15.880399606022232
United Kingdom,2019-02-24,0.0,0.0,1017.9,12.1952,1.3067,3763.6205157956,137.763890984,7178.6,FTSE 100,778.9852299686232,9.33282314226678
Brazil,2019-02-25,0.0,0.0,4986.9,59.6,3.7305,3819.8653414425,138.0371413165,97240.0,BOVESPA,1336.791314837153,15.976410668811152
United States,2019-02-25,0.0,0.0,1331.1,15.890999999999998,1.0,3819.8653414425,138.0371413165,7554.459961,NASDAQ,1331.1,15.890999999999998
Germany,2019-02-25,0.0,0.0,1173.0,13.99,1.1345,3819.8653414425,138.0371413165,11505.389648,DAX,1033.9356544733362,12.331423534596738
France,2019-02-25,0.0,0.0,1173.0,13.99,1.1345,3819.8653414425,138.0371413165,5231.850098,CAC 40,1033.9356544733362,12.331423534596738
Canada,2019-02-25,0.0,0.0,1753.6,20.97,1.3183,3819.8653414425,138.0371413165,16057.0,S&P/TSX,1330.1979822498672,15.906849730713796
Italy,2019-02-25,0.0,0.0,1173.0,13.99,1.1345,3819.8653414425,138.0371413165,20437.0,FTSE MIB,1033.9356544733362,12.331423534596738
Japan,2019-02-25,0.0,0.0,147573.5,1761.67,111.07,3819.8653414425,138.0371413165,21528.230469,Nikkei,1328.6531016476097,15.86089853245701
China,2019-02-25,0.0,0.0,8909.9,106.31,6.6844,3819.8653414425,138.0371413165,2961.282959,SSE,1332.939381245886,15.904194841721022
India,2019-02-25,0.0,0.0,94494.4,1123.47,70.82,3819.8653414425,138.0371413165,10880.099609,NSE,1334.2897486585712,15.863739056763627
United Kingdom,2019-02-25,0.0,0.0,1018.7,12.136,1.3059,3819.8653414425,138.0371413165,7183.74,FTSE 100,780.0750440309365,9.293207749444827
Brazil,2019-02-26,0.0,0.0,4984.77,59.71,3.7604,3797.5817895103005,135.7434190968,97603.0,BOVESPA,1325.595681310499,15.878629932985852
United States,2019-02-26,0.0,0.0,1325.1,15.936,1.0,3797.5817895103005,135.7434190968,7549.299805,NASDAQ,1325.1,15.936
Germany,2019-02-26,0.0,0.0,1166.6,13.98,1.1374,3797.5817895103005,135.7434190968,11540.790039,DAX,1025.67258660102,12.291190434323898
France,2019-02-26,0.0,0.0,1166.6,13.98,1.1374,3797.5817895103005,135.7434190968,5238.720215,CAC 40,1025.67258660102,12.291190434323898
Canada,2019-02-26,0.0,0.0,1748.7,20.99,1.3175,3797.5817895103005,135.7434190968,16067.900391,S&P/TSX,1327.2865275142317,15.93168880455408
Italy,2019-02-26,0.0,0.0,1166.6,13.98,1.1374,3797.5817895103005,135.7434190968,20460.0,FTSE MIB,1025.67258660102,12.291190434323898
Japan,2019-02-26,0.0,0.0,146742.6,1759.02,110.76,3797.5817895103005,135.7434190968,21449.390625,Nikkei,1324.8699891657639,15.881365113759479
China,2019-02-26,0.0,0.0,8872.0,106.76,6.6979999999999995,3797.5817895103005,135.7434190968,2941.516113,SSE,1324.5744998507018,15.939086294416246
India,2019-02-26,0.0,0.0,94160.0,1129.28,71.02,3797.5817895103005,135.7434190968,10835.299805,NSE,1325.8237116305268,15.900872993522952
United Kingdom,2019-02-26,0.0,0.0,1000.9,12.0278,1.3252,3797.5817895103005,135.7434190968,7151.12,FTSE 100,755.282221551464,9.076214910956837
Brazil,2019-02-27,0.0,0.0,4978.28,58.71,3.7375,3772.9363353275,131.6677684794,97307.0,BOVESPA,1331.98127090301,15.708361204013379
United States,2019-02-27,0.0,0.0,1322.9,15.741,1.0,3772.9363353275,131.6677684794,7554.509765999999,NASDAQ,1322.9,15.741
Germany,2019-02-27,0.0,0.0,1162.2,13.86,1.137,3772.9363353275,131.6677684794,11487.330078,DAX,1022.1635883905013,12.189973614775726
France,2019-02-27,0.0,0.0,1162.2,13.86,1.137,3772.9363353275,131.6677684794,5225.350098,CAC 40,1022.1635883905013,12.189973614775726
Canada,2019-02-27,0.0,0.0,1738.5,20.74,1.3145,3772.9363353275,131.6677684794,16074.299805,S&P/TSX,1322.5561049828832,15.777862305058957
Italy,2019-02-27,0.0,0.0,1162.2,13.86,1.137,3772.9363353275,131.6677684794,20499.0,FTSE MIB,1022.1635883905013,12.189973614775726
Japan,2019-02-27,0.0,0.0,146697.4,1744.75,110.92,3772.9363353275,131.6677684794,21556.509766,Nikkei,1322.5513883880274,15.729805265055896
China,2019-02-27,0.0,0.0,8841.3,105.28,6.6822,3772.9363353275,131.6677684794,2953.823975,SSE,1323.112148693544,15.755290173894826
India,2019-02-27,0.0,0.0,94208.4,1119.33,71.15,3772.9363353275,131.6677684794,10806.650391,NSE,1324.0815179198873,15.731974701335204
United Kingdom,2019-02-27,0.0,0.0,991.9,11.8416,1.3318,3772.9363353275,131.6677684794,7107.2,FTSE 100,744.781498723532,8.891425138909746
Brazil,2019-02-28,0.0,0.0,4916.27,58.58,3.7493,3799.6785429509996,134.8225062414,95584.0,BOVESPA,1311.2501000186703,15.624249859973862
United States,2019-02-28,0.0,0.0,1319.2,15.606,1.0,3799.6785429509996,134.8225062414,7532.529785,NASDAQ,1319.2,15.606
Germany,2019-02-28,0.0,0.0,1158.5,13.71,1.1379,3799.6785429509996,134.8225062414,11515.639648,DAX,1018.103524035504,12.048510413920381
France,2019-02-28,0.0,0.0,1158.5,13.71,1.1379,3799.6785429509996,134.8225062414,5240.529785,CAC 40,1018.103524035504,12.048510413920381
Canada,2019-02-28,0.0,0.0,1737.3,20.52,1.3166,3799.6785429509996,134.8225062414,15999.0,S&P/TSX,1319.535166337536,15.585599270849157
Italy,2019-02-28,0.0,0.0,1158.5,13.71,1.1379,3799.6785429509996,134.8225062414,20659.0,FTSE MIB,1018.103524035504,12.048510413920381
Japan,2019-02-28,0.0,0.0,146847.8,1735.56,111.38,3799.6785429509996,134.8225062414,21385.160156,Nikkei,1318.4395762255342,15.582330759561861
China,2019-02-28,0.0,0.0,8820.1,104.48,6.6912,3799.6785429509996,134.8225062414,2940.954102,SSE,1318.164155906265,15.61453849832616
India,2019-02-28,0.0,0.0,93826.2,1103.09,70.83,3799.6785429509996,134.8225062414,10792.5,NSE,1324.6675137653538,15.573768177325992
United Kingdom,2019-02-28,0.0,0.0,991.8,11.7507,1.3274,3799.6785429509996,134.8225062414,7074.73,FTSE 100,747.1749284315202,8.852418261262619
Brazil,2019-03-01,0.0,0.0,4920.35,57.41,3.7852,3811.6119793671,135.0662511356,94604.0,BOVESPA,1299.8916833984995,15.16696607841065
United States,2019-03-01,0.0,0.0,1312.0,15.213,1.0,3811.6119793671,135.0662511356,7595.350098000001,NASDAQ,1312.0,15.213
Germany,2019-03-01,0.0,0.0,1152.1,13.37,1.1376,3811.6119793671,135.0662511356,11601.679688,DAX,1012.7461322081575,11.7528129395218
France,2019-03-01,0.0,0.0,1152.1,13.37,1.1376,3811.6119793671,135.0662511356,5265.189941,CAC 40,1012.7461322081575,11.7528129395218
Canada,2019-03-01,0.0,0.0,1737.2,20.23,1.3277,3811.6119793671,135.0662511356,16068.299805,S&P/TSX,1308.4281087595089,15.236875800256081
Italy,2019-03-01,0.0,0.0,1152.1,13.37,1.1376,3811.6119793671,135.0662511356,20695.0,FTSE MIB,1012.7461322081575,11.7528129395218
Japan,2019-03-01,0.0,0.0,146807.2,1699.38,111.89,3811.6119793671,135.0662511356,21602.689453,Nikkei,1312.0672088658505,15.187952453302351
China,2019-03-01,0.0,0.0,8800.3,102.0,6.7048,3811.6119793671,135.0662511356,2994.004883,SSE,1312.5372867199617,15.212981744421908
India,2019-03-01,0.0,0.0,92974.6,1077.63,70.9,3811.6119793671,135.0662511356,10863.5,NSE,1311.348377997179,15.199294781382228
United Kingdom,2019-03-01,0.0,0.0,990.6,11.5212,1.3222,3811.6119793671,135.0662511356,7106.73,FTSE 100,749.2058690062017,8.713659053093329
Brazil,2019-03-02,0.0,0.0,4883.5,57.41,3.7852,3804.4191701095,131.3451771212,94604.0,BOVESPA,1290.1563986050935,15.16696607841065
United States,2019-03-02,0.0,0.0,1312.0,15.213,1.0,3804.4191701095,131.3451771212,7595.350098000001,NASDAQ,1312.0,15.213
Germany,2019-03-02,0.0,0.0,1152.1,13.37,1.1376,3804.4191701095,131.3451771212,11601.679688,DAX,1012.7461322081575,11.7528129395218
France,2019-03-02,0.0,0.0,1152.1,13.37,1.1376,3804.4191701095,131.3451771212,5265.189941,CAC 40,1012.7461322081575,11.7528129395218
Canada,2019-03-02,0.0,0.0,1737.2,20.23,1.3277,3804.4191701095,131.3451771212,16068.299805,S&P/TSX,1308.4281087595089,15.236875800256081
Italy,2019-03-02,0.0,0.0,1152.1,13.37,1.1376,3804.4191701095,131.3451771212,20695.0,FTSE MIB,1012.7461322081575,11.7528129395218
Japan,2019-03-02,0.0,0.0,146807.2,1699.38,111.89,3804.4191701095,131.3451771212,21602.689453,Nikkei,1312.0672088658505,15.187952453302351
China,2019-03-02,0.0,0.0,8800.3,102.0,6.7048,3804.4191701095,131.3451771212,2994.004883,SSE,1312.5372867199617,15.212981744421908
India,2019-03-02,0.0,0.0,92974.6,1077.63,70.9,3804.4191701095,131.3451771212,10863.5,NSE,1311.348377997179,15.199294781382228
United Kingdom,2019-03-02,0.0,0.0,990.6,11.5212,1.3222,3804.4191701095,131.3451771212,7106.73,FTSE 100,749.2058690062017,8.713659053093329
Brazil,2019-03-03,0.0,0.0,4883.5,57.41,3.7852,3782.6641011218,130.39746117709998,94604.0,BOVESPA,1290.1563986050935,15.16696607841065
United States,2019-03-03,0.0,0.0,1312.0,15.213,1.0,3782.6641011218,130.39746117709998,7595.350098000001,NASDAQ,1312.0,15.213
Germany,2019-03-03,0.0,0.0,1152.1,13.37,1.1376,3782.6641011218,130.39746117709998,11601.679688,DAX,1012.7461322081575,11.7528129395218
France,2019-03-03,0.0,0.0,1152.1,13.37,1.1376,3782.6641011218,130.39746117709998,5265.189941,CAC 40,1012.7461322081575,11.7528129395218
Canada,2019-03-03,0.0,0.0,1737.2,20.23,1.3277,3782.6641011218,130.39746117709998,16068.299805,S&P/TSX,1308.4281087595089,15.236875800256081
Italy,2019-03-03,0.0,0.0,1152.1,13.37,1.1376,3782.6641011218,130.39746117709998,20695.0,FTSE MIB,1012.7461322081575,11.7528129395218
Japan,2019-03-03,0.0,0.0,146807.2,1699.38,111.89,3782.6641011218,130.39746117709998,21602.689453,Nikkei,1312.0672088658505,15.187952453302351
China,2019-03-03,0.0,0.0,8800.3,102.0,6.7048,3782.6641011218,130.39746117709998,2994.004883,SSE,1312.5372867199617,15.212981744421908
India,2019-03-03,0.0,0.0,92974.6,1077.63,70.9,3782.6641011218,130.39746117709998,10863.5,NSE,1311.348377997179,15.199294781382228
United Kingdom,2019-03-03,0.0,0.0,990.6,11.5212,1.3222,3782.6641011218,130.39746117709998,7106.73,FTSE 100,749.2058690062017,8.713659053093329
Brazil,2019-03-04,0.0,0.0,4884.99,56.97,3.775,3689.8628931904,124.7250939109,94604.0,BOVESPA,1294.0370860927153,15.09139072847682
United States,2019-03-04,0.0,0.0,1285.4,15.084,1.0,3689.8628931904,124.7250939109,7577.569823999998,NASDAQ,1285.4,15.084
Germany,2019-03-04,0.0,0.0,1135.4,13.31,1.1328,3689.8628931904,124.7250939109,11592.660156,DAX,1002.295197740113,11.749646892655367
France,2019-03-04,0.0,0.0,1135.4,13.31,1.1328,3689.8628931904,124.7250939109,5286.569824,CAC 40,1002.295197740113,11.749646892655367
Canada,2019-03-04,0.0,0.0,1712.5,20.08,1.3329,3689.8628931904,124.7250939109,16038.099609,S&P/TSX,1284.792557581214,15.064896091229649
Italy,2019-03-04,0.0,0.0,1135.4,13.31,1.1328,3689.8628931904,124.7250939109,20718.0,FTSE MIB,1002.295197740113,11.749646892655367
Japan,2019-03-04,0.0,0.0,143765.5,1682.46,111.68,3689.8628931904,124.7250939109,21822.039063,Nikkei,1287.2985315186245,15.06500716332378
China,2019-03-04,0.0,0.0,8610.6,101.18,6.7045,3689.8628931904,124.7250939109,3027.575928,SSE,1284.3015884853457,15.091356551569842
India,2019-03-04,0.0,0.0,91093.1,1067.42,70.91,3689.8628931904,124.7250939109,10863.5,NSE,1284.6298124383022,15.053165985051475
United Kingdom,2019-03-04,0.0,0.0,975.9,11.4455,1.3186,3689.8628931904,124.7250939109,7134.39,FTSE 100,740.1031396936145,8.680039435765204
Brazil,2019-03-05,0.0,0.0,4863.39,57.09,3.775,3832.0808847342,135.0005720069,94604.0,BOVESPA,1288.3152317880797,15.12317880794702
United States,2019-03-05,0.0,0.0,1283.8,15.132,1.0,3832.0808847342,135.0005720069,7576.359863,NASDAQ,1283.8,15.132
Germany,2019-03-05,0.0,0.0,1135.6,13.38,1.13,3832.0808847342,135.0005720069,11620.740234,DAX,1004.9557522123894,11.840707964601771
France,2019-03-05,0.0,0.0,1135.6,13.38,1.13,3832.0808847342,135.0005720069,5297.52002,CAC 40,1004.9557522123894,11.840707964601771
Canada,2019-03-05,0.0,0.0,1713.4,20.19,1.3352,3832.0808847342,135.0005720069,16086.5,S&P/TSX,1283.2534451767526,15.121330137807071
Italy,2019-03-05,0.0,0.0,1135.6,13.38,1.13,3832.0808847342,135.0005720069,20716.0,FTSE MIB,1004.9557522123894,11.840707964601771
Japan,2019-03-05,0.0,0.0,143650.8,1687.66,111.98,3832.0808847342,135.0005720069,21726.279297,Nikkei,1282.8255045543845,15.071084122164672
China,2019-03-05,0.0,0.0,8606.5,101.35,6.706,3832.0808847342,135.0005720069,3054.24707,SSE,1283.402922755741,15.11333134506412
India,2019-03-05,0.0,0.0,90495.0,1062.76,70.55,3832.0808847342,135.0005720069,10987.450195,NSE,1282.707299787385,15.06392629340893
United Kingdom,2019-03-05,0.0,0.0,979.1,11.4801,1.3141,3832.0808847342,135.0005720069,7183.43,FTSE 100,745.0726733125333,8.736093143596378
Brazil,2019-03-06,0.0,0.0,4864.81,57.93,3.8152,3848.9563696825,137.0843769976,94604.0,BOVESPA,1275.112707066471,15.184000838750263
United States,2019-03-06,0.0,0.0,1285.9,15.081,1.0,3848.9563696825,137.0843769976,7505.919922,NASDAQ,1285.9,15.081
Germany,2019-03-06,0.0,0.0,1136.2,13.34,1.1320000000000001,3848.9563696825,137.0843769976,11587.629883,DAX,1003.7102473498232,11.784452296819786
France,2019-03-06,0.0,0.0,1136.2,13.34,1.1320000000000001,3848.9563696825,137.0843769976,5288.810059,CAC 40,1003.7102473498232,11.784452296819786
Canada,2019-03-06,0.0,0.0,1725.6,20.28,1.3445,3848.9563696825,137.0843769976,16092.099609,S&P/TSX,1283.4510970621047,15.083674228337673
Italy,2019-03-06,0.0,0.0,1136.2,13.34,1.1320000000000001,3848.9563696825,137.0843769976,20852.0,FTSE MIB,1003.7102473498232,11.784452296819786
Japan,2019-03-06,0.0,0.0,143661.6,1681.94,111.66,3848.9563696825,137.0843769976,21596.810547,Nikkei,1286.5986029016658,15.063048540211357
China,2019-03-06,0.0,0.0,8629.3,101.18,6.7099,3848.9563696825,137.0843769976,3102.099121,SSE,1286.0549337546013,15.07921131462466
India,2019-03-06,0.0,0.0,90478.8,1054.63,70.02,3848.9563696825,137.0843769976,11053.0,NSE,1292.185089974293,15.061839474435878
United Kingdom,2019-03-06,0.0,0.0,977.7,11.4541,1.3148,3848.9563696825,137.0843769976,7196.0,FTSE 100,743.6111956191056,8.711667173714634
Brazil,2019-03-07,0.0,0.0,4932.83,58.2,3.8836,3859.8399833296003,136.8074623786,94340.0,BOVESPA,1270.1694304253786,14.986095375424865
United States,2019-03-07,0.0,0.0,1285.3,15.026,1.0,3859.8399833296003,136.8074623786,7421.459961,NASDAQ,1285.3,15.026
Germany,2019-03-07,0.0,0.0,1144.4,13.42,1.1214,3859.8399833296003,136.8074623786,11517.799805,DAX,1020.5100766898521,11.967183877296238
France,2019-03-07,0.0,0.0,1144.4,13.42,1.1214,3859.8399833296003,136.8074623786,5267.919922,CAC 40,1020.5100766898521,11.967183877296238
Canada,2019-03-07,0.0,0.0,1726.7,20.21,1.3419999999999999,3859.8399833296003,136.8074623786,16056.5,S&P/TSX,1286.661698956781,15.059612518628914
Italy,2019-03-07,0.0,0.0,1144.4,13.42,1.1214,3859.8399833296003,136.8074623786,20698.0,FTSE MIB,1020.5100766898521,11.967183877296238
Japan,2019-03-07,0.0,0.0,143355.9,1673.45,111.6,3859.8399833296003,136.8074623786,21456.009766,Nikkei,1284.5510752688172,14.995071684587815
China,2019-03-07,0.0,0.0,8620.6,100.9,6.7132,3859.8399833296003,136.8074623786,3106.417969,SSE,1284.1267949711018,15.030089971995473
India,2019-03-07,0.0,0.0,90028.8,1052.9,70.09,3859.8399833296003,136.8074623786,11058.200195,NSE,1284.4742473962049,15.0221144243116
United Kingdom,2019-03-07,0.0,0.0,979.8,11.4791,1.3107,3859.8399833296003,136.8074623786,7157.55,FTSE 100,747.5394827191577,8.757991912718396
Brazil,2019-03-08,0.0,0.0,4995.54,59.36,3.8639,3828.3719040694,132.3616609838,95365.0,BOVESPA,1292.8750744066874,15.36271642640855
United States,2019-03-08,0.0,0.0,1296.8,15.33,1.0,3828.3719040694,132.3616609838,7408.140137,NASDAQ,1296.8,15.33
Germany,2019-03-08,0.0,0.0,1154.3,13.64,1.1243,3828.3719040694,132.3616609838,11457.839844,DAX,1026.683269589967,12.131993240238371
France,2019-03-08,0.0,0.0,1154.3,13.64,1.1243,3828.3719040694,132.3616609838,5231.220215,CAC 40,1026.683269589967,12.131993240238371
Canada,2019-03-08,0.0,0.0,1742.6,20.57,1.3426,3828.3719040694,132.3616609838,15996.200195,S&P/TSX,1297.9293907343958,15.321018918516312
Italy,2019-03-08,0.0,0.0,1154.3,13.64,1.1243,3828.3719040694,132.3616609838,20484.0,FTSE MIB,1026.683269589967,12.131993240238371
Japan,2019-03-08,0.0,0.0,144114.3,1702.27,111.11,3828.3719040694,132.3616609838,21025.560547,Nikkei,1297.0416704167042,15.320583205832058
China,2019-03-08,0.0,0.0,8722.6,103.08,6.7201,3828.3719040694,132.3616609838,2969.861084,SSE,1297.9866371036146,15.339057454502164
India,2019-03-08,0.0,0.0,90945.9,1071.93,70.0,3828.3719040694,132.3616609838,11035.400391,NSE,1299.2271428571428,15.313285714285715
United Kingdom,2019-03-08,0.0,0.0,996.2,11.7765,1.301,3828.3719040694,132.3616609838,7104.31,FTSE 100,765.7186779400462,9.051883166794774
Brazil,2019-03-09,0.0,0.0,5020.76,59.36,3.8639,3898.8684595605,136.0269174012,95365.0,BOVESPA,1299.4021584409534,15.36271642640855
United States,2019-03-09,0.0,0.0,1296.8,15.33,1.0,3898.8684595605,136.0269174012,7408.140137,NASDAQ,1296.8,15.33
Germany,2019-03-09,0.0,0.0,1154.3,13.64,1.1243,3898.8684595605,136.0269174012,11457.839844,DAX,1026.683269589967,12.131993240238371
France,2019-03-09,0.0,0.0,1154.3,13.64,1.1243,3898.8684595605,136.0269174012,5231.220215,CAC 40,1026.683269589967,12.131993240238371
Canada,2019-03-09,0.0,0.0,1742.6,20.57,1.3426,3898.8684595605,136.0269174012,15996.200195,S&P/TSX,1297.9293907343958,15.321018918516312
Italy,2019-03-09,0.0,0.0,1154.3,13.64,1.1243,3898.8684595605,136.0269174012,20484.0,FTSE MIB,1026.683269589967,12.131993240238371
Japan,2019-03-09,0.0,0.0,144114.3,1702.27,111.11,3898.8684595605,136.0269174012,21025.560547,Nikkei,1297.0416704167042,15.320583205832058
China,2019-03-09,0.0,0.0,8722.6,103.08,6.7201,3898.8684595605,136.0269174012,2969.861084,SSE,1297.9866371036146,15.339057454502164
India,2019-03-09,0.0,0.0,90945.9,1071.93,70.0,3898.8684595605,136.0269174012,11035.400391,NSE,1299.2271428571428,15.313285714285715
United Kingdom,2019-03-09,0.0,0.0,996.2,11.7765,1.301,3898.8684595605,136.0269174012,7104.31,FTSE 100,765.7186779400462,9.051883166794774
Brazil,2019-03-10,0.0,0.0,5020.76,59.36,3.8639,3899.6558689562,135.36207402879998,95365.0,BOVESPA,1299.4021584409534,15.36271642640855
United States,2019-03-10,0.0,0.0,1296.8,15.33,1.0,3899.6558689562,135.36207402879998,7408.140137,NASDAQ,1296.8,15.33
Germany,2019-03-10,0.0,0.0,1154.3,13.64,1.1243,3899.6558689562,135.36207402879998,11457.839844,DAX,1026.683269589967,12.131993240238371
France,2019-03-10,0.0,0.0,1154.3,13.64,1.1243,3899.6558689562,135.36207402879998,5231.220215,CAC 40,1026.683269589967,12.131993240238371
Canada,2019-03-10,0.0,0.0,1742.6,20.57,1.3426,3899.6558689562,135.36207402879998,15996.200195,S&P/TSX,1297.9293907343958,15.321018918516312
Italy,2019-03-10,0.0,0.0,1154.3,13.64,1.1243,3899.6558689562,135.36207402879998,20484.0,FTSE MIB,1026.683269589967,12.131993240238371
Japan,2019-03-10,0.0,0.0,144114.3,1702.27,111.11,3899.6558689562,135.36207402879998,21025.560547,Nikkei,1297.0416704167042,15.320583205832058
China,2019-03-10,0.0,0.0,8722.6,103.08,6.7201,3899.6558689562,135.36207402879998,2969.861084,SSE,1297.9866371036146,15.339057454502164
India,2019-03-10,0.0,0.0,90945.9,1071.93,70.0,3899.6558689562,135.36207402879998,11035.400391,NSE,1299.2271428571428,15.313285714285715
United Kingdom,2019-03-10,0.0,0.0,996.2,11.7765,1.301,3899.6558689562,135.36207402879998,7104.31,FTSE 100,765.7186779400462,9.051883166794774
Brazil,2019-03-11,0.0,0.0,5018.08,58.82,3.8435,3851.2491896498,132.4076102121,98027.0,BOVESPA,1305.6016651489526,15.303759594119942
United States,2019-03-11,0.0,0.0,1292.8,15.33,1.0,3851.2491896498,132.4076102121,7558.060059,NASDAQ,1292.8,15.33
Germany,2019-03-11,0.0,0.0,1151.8,13.6,1.1226,3851.2491896498,132.4076102121,11543.480469,DAX,1026.011045786567,12.114733654017458
France,2019-03-11,0.0,0.0,1151.8,13.6,1.1226,3851.2491896498,132.4076102121,5265.959961,CAC 40,1026.011045786567,12.114733654017458
Canada,2019-03-11,0.0,0.0,1734.7,20.49,1.3418,3851.2491896498,132.4076102121,16106.200195,S&P/TSX,1292.81562080787,15.270532121031447
Italy,2019-03-11,0.0,0.0,1151.8,13.6,1.1226,3851.2491896498,132.4076102121,20638.0,FTSE MIB,1026.011045786567,12.114733654017458
Japan,2019-03-11,0.0,0.0,143773.2,1700.65,111.21,3851.2491896498,132.4076102121,21125.089844,Nikkei,1292.8082007013759,15.292239906483232
China,2019-03-11,0.0,0.0,8694.7,103.03,6.7215,3851.2491896498,132.4076102121,3026.99292,SSE,1293.565424384438,15.32842371494458
India,2019-03-11,0.0,0.0,90383.9,1065.94,69.82,3851.2491896498,132.4076102121,11168.049805,NSE,1294.527356058436,15.266972214265255
United Kingdom,2019-03-11,0.0,0.0,987.1,11.6334,1.3095,3851.2491896498,132.4076102121,7130.62,FTSE 100,753.799159984727,8.883848797250858
Brazil,2019-03-12,0.0,0.0,4977.76,58.88,3.8089999999999997,3866.2959463248,132.8070686592,97828.0,BOVESPA,1306.8416907324759,15.458125492255187
United States,2019-03-12,0.0,0.0,1297.1,15.45,1.0,3866.2959463248,132.8070686592,7591.029785,NASDAQ,1297.1,15.45
Germany,2019-03-12,0.0,0.0,1150.4,13.68,1.1276,3866.2959463248,132.8070686592,11524.169922,DAX,1020.2199361475703,12.131961688542036
