Country,Date,total_cases,total_deaths,Gold Price per tr oz,Silver Price per tr oz,Exchange to USD,BIT_price,ETH_price,Stock_Price,Stock Index,ad_Gold_Price,ad_Silver_Price
Italy,2019-10-31,0.0,0.0,1354.3,16.23,1.1155,9131.4106303055,181.5668036255,22694.0,FTSE MIB,1214.0744060959212,14.549529359031826
Japan,2019-10-31,0.0,0.0,163341.2,1952.77,108.09,9131.4106303055,181.5668036255,22927.039063,Nikkei,1511.159219169211,18.06614857988713
China,2019-10-31,0.0,0.0,10630.1,127.43,7.0379,9131.4106303055,181.5668036255,2929.060059,SSE,1510.4079341849133,18.10625328578127
India,2019-10-31,0.0,0.0,107169.8,1284.8,71.01,9131.4106303055,181.5668036255,11877.450195,NSE,1509.2212364455709,18.09322630615406
United Kingdom,2019-10-31,0.0,0.0,1167.7,13.9893,1.2939,9131.4106303055,181.5668036255,7248.38,FTSE 100,902.4654146379164,10.811731973104568
Brazil,2019-11-01,0.0,0.0,6069.26,72.28,3.9756,9197.632344620699,182.873979546,108196.0,BOVESPA,1526.62742730657,18.18090351141966
United States,2019-11-01,0.0,0.0,1508.8,18.128,1.0,9197.632344620699,182.873979546,8386.400391,NASDAQ,1508.8,18.128
Germany,2019-11-01,0.0,0.0,1350.8,16.22,1.1169,9197.632344620699,182.873979546,12961.049805,DAX,1209.4189273883069,14.52233861581162
France,2019-11-01,0.0,0.0,1350.8,16.22,1.1169,9197.632344620699,182.873979546,5761.8901369999985,CAC 40,1209.4189273883069,14.52233861581162
Canada,2019-11-01,0.0,0.0,1983.5,23.79,1.3145,9197.632344620699,182.873979546,16594.099609,S&P/TSX,1508.938759984785,18.09813617344998
Italy,2019-11-01,0.0,0.0,1350.8,16.22,1.1169,9197.632344620699,182.873979546,22934.0,FTSE MIB,1209.4189273883069,14.52233861581162
Japan,2019-11-01,0.0,0.0,163176.7,1956.58,108.16,9197.632344620699,182.873979546,22850.769531,Nikkei,1508.6603180473373,18.089681952662723
China,2019-11-01,0.0,0.0,10618.6,127.49,7.0368,9197.632344620699,182.873979546,2958.199951,SSE,1509.0097771714416,18.117610277398818
India,2019-11-01,0.0,0.0,106851.3,1275.2,70.76,9197.632344620699,182.873979546,11890.599609,NSE,1510.052289429056,18.021481062747313
United Kingdom,2019-11-01,0.0,0.0,1165.2,14.0021,1.295,9197.632344620699,182.873979546,7302.42,FTSE 100,899.7683397683398,10.812432432432434
Brazil,2019-11-02,0.0,0.0,6041.27,72.28,3.9756,9290.8966023936,182.8533039537,108196.0,BOVESPA,1519.5869805815476,18.18090351141966
United States,2019-11-02,0.0,0.0,1508.8,18.128,1.0,9290.8966023936,182.8533039537,8386.400391,NASDAQ,1508.8,18.128
Germany,2019-11-02,0.0,0.0,1350.8,16.22,1.1169,9290.8966023936,182.8533039537,12961.049805,DAX,1209.4189273883069,14.52233861581162
France,2019-11-02,0.0,0.0,1350.8,16.22,1.1169,9290.8966023936,182.8533039537,5761.8901369999985,CAC 40,1209.4189273883069,14.52233861581162
Canada,2019-11-02,0.0,0.0,1983.5,23.79,1.3145,9290.8966023936,182.8533039537,16594.099609,S&P/TSX,1508.938759984785,18.09813617344998
Italy,2019-11-02,0.0,0.0,1350.8,16.22,1.1169,9290.8966023936,182.8533039537,22934.0,FTSE MIB,1209.4189273883069,14.52233861581162
Japan,2019-11-02,0.0,0.0,163176.7,1956.58,108.16,9290.8966023936,182.8533039537,22850.769531,Nikkei,1508.6603180473373,18.089681952662723
China,2019-11-02,0.0,0.0,10618.6,127.49,7.0368,9290.8966023936,182.8533039537,2958.199951,SSE,1509.0097771714416,18.117610277398818
India,2019-11-02,0.0,0.0,106851.3,1275.2,70.76,9290.8966023936,182.8533039537,11890.599609,NSE,1510.052289429056,18.021481062747313
United Kingdom,2019-11-02,0.0,0.0,1165.2,14.0021,1.295,9290.8966023936,182.8533039537,7302.42,FTSE 100,899.7683397683398,10.812432432432434
Brazil,2019-11-03,0.0,0.0,6041.27,72.28,3.9756,9202.41545055,182.2438145131,108196.0,BOVESPA,1519.5869805815476,18.18090351141966
United States,2019-11-03,0.0,0.0,1508.8,18.128,1.0,9202.41545055,182.2438145131,8386.400391,NASDAQ,1508.8,18.128
Germany,2019-11-03,0.0,0.0,1350.8,16.22,1.1169,9202.41545055,182.2438145131,12961.049805,DAX,1209.4189273883069,14.52233861581162
France,2019-11-03,0.0,0.0,1350.8,16.22,1.1169,9202.41545055,182.2438145131,5761.8901369999985,CAC 40,1209.4189273883069,14.52233861581162
Canada,2019-11-03,0.0,0.0,1983.5,23.79,1.3145,9202.41545055,182.2438145131,16594.099609,S&P/TSX,1508.938759984785,18.09813617344998
Italy,2019-11-03,0.0,0.0,1350.8,16.22,1.1169,9202.41545055,182.2438145131,22934.0,FTSE MIB,1209.4189273883069,14.52233861581162
Japan,2019-11-03,0.0,0.0,163176.7,1956.58,108.16,9202.41545055,182.2438145131,22850.769531,Nikkei,1508.6603180473373,18.089681952662723
China,2019-11-03,0.0,0.0,10618.6,127.49,7.0368,9202.41545055,182.2438145131,2958.199951,SSE,1509.0097771714416,18.117610277398818
India,2019-11-03,0.0,0.0,106851.3,1275.2,70.76,9202.41545055,182.2438145131,11890.599609,NSE,1510.052289429056,18.021481062747313
United Kingdom,2019-11-03,0.0,0.0,1165.2,14.0021,1.295,9202.41545055,182.2438145131,7302.42,FTSE 100,899.7683397683398,10.812432432432434
Brazil,2019-11-04,0.0,0.0,6030.35,72.51,4.0007,9369.6280811552,185.3686817257,108601.0,BOVESPA,1507.3237183492888,18.124328242557553
United States,2019-11-04,0.0,0.0,1509.5,18.055,1.0,9369.6280811552,185.3686817257,8433.200195,NASDAQ,1509.5,18.055
Germany,2019-11-04,0.0,0.0,1353.1,16.23,1.1144,9369.6280811552,185.3686817257,13136.280273,DAX,1214.1959798994974,14.56389088298636
France,2019-11-04,0.0,0.0,1353.1,16.23,1.1144,9369.6280811552,185.3686817257,5824.299805,CAC 40,1214.1959798994974,14.56389088298636
Canada,2019-11-04,0.0,0.0,1983.3,23.76,1.3145,9369.6280811552,185.3686817257,16669.800781,S&P/TSX,1508.7866108786611,18.075313807531384
Italy,2019-11-04,0.0,0.0,1353.1,16.23,1.1144,9369.6280811552,185.3686817257,23311.0,FTSE MIB,1214.1959798994974,14.56389088298636
Japan,2019-11-04,0.0,0.0,163798.0,1957.14,108.56,9369.6280811552,185.3686817257,22850.769531,Nikkei,1508.8246131171702,18.028187177597644
China,2019-11-04,0.0,0.0,10611.3,126.94,7.03,9369.6280811552,185.3686817257,2975.48999,SSE,1509.4310099573256,18.056899004267425
India,2019-11-04,0.0,0.0,106825.7,1277.28,70.79,9369.6280811552,185.3686817257,11941.299805,NSE,1509.0507133775955,18.04322644441305
United Kingdom,2019-11-04,0.0,0.0,1168.4,14.0212,1.2906,9369.6280811552,185.3686817257,7369.69,FTSE 100,905.3153571982025,10.864094219742755
Brazil,2019-11-05,0.0,0.0,6045.33,70.22,3.9865,9326.599623784101,188.8571937095,108451.0,BOVESPA,1516.45052050671,17.61444876458046
United States,2019-11-05,0.0,0.0,1489.0,17.595,1.0,9326.599623784101,188.8571937095,8434.679688,NASDAQ,1489.0,17.595
Germany,2019-11-05,0.0,0.0,1344.5,15.87,1.107,9326.599623784101,188.8571937095,13148.5,DAX,1214.5438121047878,14.336043360433603
France,2019-11-05,0.0,0.0,1344.5,15.87,1.107,9326.599623784101,188.8571937095,5846.8901369999985,CAC 40,1214.5438121047878,14.336043360433603
Canada,2019-11-05,0.0,0.0,1959.2,23.13,1.3176,9326.599623784101,188.8571937095,16681.900391,S&P/TSX,1486.9459623557984,17.554644808743166
Italy,2019-11-05,0.0,0.0,1344.5,15.87,1.107,9326.599623784101,188.8571937095,23365.0,FTSE MIB,1214.5438121047878,14.336043360433603
Japan,2019-11-05,0.0,0.0,162518.9,1916.0,109.13,9326.599623784101,188.8571937095,23251.990234,Nikkei,1489.222945111335,17.557042059928527
China,2019-11-05,0.0,0.0,10419.8,123.2,7.0082,9326.599623784101,188.8571937095,2991.560059,SSE,1486.8011757655315,17.579406980394396
India,2019-11-05,0.0,0.0,105259.4,1242.1,70.81,9326.599623784101,188.8571937095,11917.200195,NSE,1486.5047309702018,17.54130772489761
United Kingdom,2019-11-05,0.0,0.0,1157.1,13.6438,1.287,9326.599623784101,188.8571937095,7388.08,FTSE 100,899.0675990675991,10.601243201243202
Brazil,2019-11-06,0.0,0.0,5927.55,72.0,4.0582,9335.752402330501,191.05860734240002,108336.0,BOVESPA,1460.6352570104973,17.74185599526884
United States,2019-11-06,0.0,0.0,1486.1,17.631,1.0,9335.752402330501,191.05860734240002,8410.629883,NASDAQ,1486.1,17.631
Germany,2019-11-06,0.0,0.0,1341.9,15.94,1.1076,9335.752402330501,191.05860734240002,13179.889648,DAX,1211.5384615384617,14.391477067533406
France,2019-11-06,0.0,0.0,1341.9,15.94,1.1076,9335.752402330501,191.05860734240002,5866.740234000001,CAC 40,1211.5384615384617,14.391477067533406
Canada,2019-11-06,0.0,0.0,1958.4,23.25,1.3187,9335.752402330501,191.05860734240002,16745.599609,S&P/TSX,1485.0989610980512,17.631000227496777
Italy,2019-11-06,0.0,0.0,1341.9,15.94,1.1076,9335.752402330501,191.05860734240002,23373.0,FTSE MIB,1211.5384615384617,14.391477067533406
Japan,2019-11-06,0.0,0.0,162016.6,1918.16,108.86,9335.752402330501,191.05860734240002,23303.820313,Nikkei,1488.3024067609774,17.620429909976117
China,2019-11-06,0.0,0.0,10400.4,123.4,6.9968,9335.752402330501,191.05860734240002,2978.600098,SSE,1486.4509490052594,17.636633889778185
India,2019-11-06,0.0,0.0,105483.5,1251.21,70.96,9335.752402330501,191.05860734240002,11966.049805,NSE,1486.5205749718152,17.632609921082302
United Kingdom,2019-11-06,0.0,0.0,1154.3,13.7174,1.2872,9335.752402330501,191.05860734240002,7396.65,FTSE 100,896.752641392169,10.656774394033562
Brazil,2019-11-07,0.0,0.0,6088.81,70.2,4.0884,9226.4858208826,187.0749396053,109581.0,BOVESPA,1489.2892084923199,17.170531259172293
United States,2019-11-07,0.0,0.0,1484.3,17.118,1.0,9226.4858208826,187.0749396053,8434.519531,NASDAQ,1484.3,17.118
Germany,2019-11-07,0.0,0.0,1343.9,15.51,1.1045,9226.4858208826,187.0749396053,13289.459961,DAX,1216.7496604798553,14.042553191489361
France,2019-11-07,0.0,0.0,1343.9,15.51,1.1045,9226.4858208826,187.0749396053,5890.990234000001,CAC 40,1216.7496604798553,14.042553191489361
Canada,2019-11-07,0.0,0.0,1956.1,22.57,1.3177,9226.4858208826,187.0749396053,16805.800781,S&P/TSX,1484.480534264248,17.128329665325946
Italy,2019-11-07,0.0,0.0,1343.9,15.51,1.1045,9226.4858208826,187.0749396053,23503.0,FTSE MIB,1216.7496604798553,14.042553191489361
Japan,2019-11-07,0.0,0.0,162280.5,1867.73,109.42,9226.4858208826,187.0749396053,23330.320313,Nikkei,1483.0972399926886,17.06936574666423
China,2019-11-07,0.0,0.0,10371.3,119.47,6.9766,9226.4858208826,187.0749396053,2978.709961,SSE,1486.5837227302695,17.124387237336236
India,2019-11-07,0.0,0.0,105333.5,1220.38,71.04,9226.4858208826,187.0749396053,12012.049805,NSE,1482.7350788288286,17.17877252252252
United Kingdom,2019-11-07,0.0,0.0,1157.7,13.3715,1.2829,9226.4858208826,187.0749396053,7406.41,FTSE 100,902.408605503157,10.422870060020266
Brazil,2019-11-08,0.0,0.0,6023.03,69.97,4.1545,8794.3586445233,184.4694666775,107629.0,BOVESPA,1449.7605006619328,16.841978577446145
United States,2019-11-08,0.0,0.0,1464.2,16.805999999999994,1.0,8794.3586445233,184.4694666775,8475.30957,NASDAQ,1464.2,16.805999999999994
Germany,2019-11-08,0.0,0.0,1328.5,15.25,1.1019,8794.3586445233,184.4694666775,13228.55957,DAX,1205.6447953534803,13.839731373082856
France,2019-11-08,0.0,0.0,1328.5,15.25,1.1019,8794.3586445233,184.4694666775,5889.700195,CAC 40,1205.6447953534803,13.839731373082856
Canada,2019-11-08,0.0,0.0,1935.0,22.23,1.3218,8794.3586445233,184.4694666775,16877.400391,S&P/TSX,1463.9128461189287,16.817975487970948
Italy,2019-11-08,0.0,0.0,1328.5,15.25,1.1019,8794.3586445233,184.4694666775,23534.0,FTSE MIB,1205.6447953534803,13.839731373082856
Japan,2019-11-08,0.0,0.0,159804.6,1832.91,109.14,8794.3586445233,184.4694666775,23391.869141,Nikkei,1464.216602528862,16.794117647058822
China,2019-11-08,0.0,0.0,10231.5,117.59,6.9954,8794.3586445233,184.4694666775,2964.179932,SSE,1462.6039969122567,16.80961774880636
India,2019-11-08,0.0,0.0,104346.3,1197.26,71.35,8794.3586445233,184.4694666775,11908.150391,NSE,1462.4569025928522,16.78009810791871
United Kingdom,2019-11-08,0.0,0.0,1144.4,13.1577,1.2790000000000001,8794.3586445233,184.4694666775,7359.38,FTSE 100,894.7615324472243,10.287490226739639
Brazil,2019-11-09,0.0,0.0,6073.26,69.97,4.1545,8798.042054625601,185.19159919450001,107629.0,BOVESPA,1461.8510049344086,16.841978577446145
United States,2019-11-09,0.0,0.0,1464.2,16.805999999999994,1.0,8798.042054625601,185.19159919450001,8475.30957,NASDAQ,1464.2,16.805999999999994
Germany,2019-11-09,0.0,0.0,1328.5,15.25,1.1019,8798.042054625601,185.19159919450001,13228.55957,DAX,1205.6447953534803,13.839731373082856
France,2019-11-09,0.0,0.0,1328.5,15.25,1.1019,8798.042054625601,185.19159919450001,5889.700195,CAC 40,1205.6447953534803,13.839731373082856
Canada,2019-11-09,0.0,0.0,1935.0,22.23,1.3218,8798.042054625601,185.19159919450001,16877.400391,S&P/TSX,1463.9128461189287,16.817975487970948
Italy,2019-11-09,0.0,0.0,1328.5,15.25,1.1019,8798.042054625601,185.19159919450001,23534.0,FTSE MIB,1205.6447953534803,13.839731373082856
Japan,2019-11-09,0.0,0.0,159804.6,1832.91,109.14,8798.042054625601,185.19159919450001,23391.869141,Nikkei,1464.216602528862,16.794117647058822
China,2019-11-09,0.0,0.0,10231.5,117.59,6.9954,8798.042054625601,185.19159919450001,2964.179932,SSE,1462.6039969122567,16.80961774880636
India,2019-11-09,0.0,0.0,104346.3,1197.26,71.35,8798.042054625601,185.19159919450001,11908.150391,NSE,1462.4569025928522,16.78009810791871
United Kingdom,2019-11-09,0.0,0.0,1144.4,13.1577,1.2790000000000001,8798.042054625601,185.19159919450001,7359.38,FTSE 100,894.7615324472243,10.287490226739639
Brazil,2019-11-10,0.0,0.0,6073.26,69.97,4.1545,9081.1868784913,189.72273326180002,107629.0,BOVESPA,1461.8510049344086,16.841978577446145
United States,2019-11-10,0.0,0.0,1464.2,16.805999999999994,1.0,9081.1868784913,189.72273326180002,8475.30957,NASDAQ,1464.2,16.805999999999994
Germany,2019-11-10,0.0,0.0,1328.5,15.25,1.1019,9081.1868784913,189.72273326180002,13228.55957,DAX,1205.6447953534803,13.839731373082856
France,2019-11-10,0.0,0.0,1328.5,15.25,1.1019,9081.1868784913,189.72273326180002,5889.700195,CAC 40,1205.6447953534803,13.839731373082856
Canada,2019-11-10,0.0,0.0,1935.0,22.23,1.3218,9081.1868784913,189.72273326180002,16877.400391,S&P/TSX,1463.9128461189287,16.817975487970948
Italy,2019-11-10,0.0,0.0,1328.5,15.25,1.1019,9081.1868784913,189.72273326180002,23534.0,FTSE MIB,1205.6447953534803,13.839731373082856
Japan,2019-11-10,0.0,0.0,159804.6,1832.91,109.14,9081.1868784913,189.72273326180002,23391.869141,Nikkei,1464.216602528862,16.794117647058822
China,2019-11-10,0.0,0.0,10231.5,117.59,6.9954,9081.1868784913,189.72273326180002,2964.179932,SSE,1462.6039969122567,16.80961774880636
India,2019-11-10,0.0,0.0,104346.3,1197.26,71.35,9081.1868784913,189.72273326180002,11908.150391,NSE,1462.4569025928522,16.78009810791871
United Kingdom,2019-11-10,0.0,0.0,1144.4,13.1577,1.2790000000000001,9081.1868784913,189.72273326180002,7359.38,FTSE 100,894.7615324472243,10.287490226739639
Brazil,2019-11-11,0.0,0.0,6089.75,70.0,4.1545,8711.5343391679,185.3595169522,108215.0,BOVESPA,1465.8201949693105,16.84919966301601
United States,2019-11-11,0.0,0.0,1458.7,16.865,1.0,8711.5343391679,185.3595169522,8464.280273,NASDAQ,1458.7,16.865
Germany,2019-11-11,0.0,0.0,1322.0,15.27,1.1019,8711.5343391679,185.3595169522,13198.370117,DAX,1199.7458934567564,13.85788184045739
France,2019-11-11,0.0,0.0,1322.0,15.27,1.1019,8711.5343391679,185.3595169522,5893.819824,CAC 40,1199.7458934567564,13.85788184045739
Canada,2019-11-11,0.0,0.0,1927.7,22.29,1.3218,8711.5343391679,185.3595169522,16882.800781,S&P/TSX,1458.3900741413224,16.863368134362233
Italy,2019-11-11,0.0,0.0,1322.0,15.27,1.1019,8711.5343391679,185.3595169522,23490.0,FTSE MIB,1199.7458934567564,13.85788184045739
Japan,2019-11-11,0.0,0.0,159151.5,1835.43,109.14,8711.5343391679,185.3595169522,23331.839844,Nikkei,1458.2325453545905,16.81720725673447
China,2019-11-11,0.0,0.0,10220.4,118.18,6.9954,8711.5343391679,185.3595169522,2909.969971,SSE,1461.017239900506,16.893958887268777
India,2019-11-11,0.0,0.0,104242.3,1204.32,71.35,8711.5343391679,185.3595169522,11913.450195,NSE,1460.9992992291523,16.879046951646814
United Kingdom,2019-11-11,0.0,0.0,1133.1,13.1039,1.2790000000000001,8711.5343391679,185.3595169522,7328.54,FTSE 100,885.9265050820952,10.24542611415168
Brazil,2019-11-12,0.0,0.0,6032.89,69.91,4.1742,8760.8927181435,186.3251476172,106785.0,BOVESPA,1445.2805327967037,16.748119400124573
United States,2019-11-12,0.0,0.0,1452.1,16.784000000000002,1.0,8760.8927181435,186.3251476172,8486.089844,NASDAQ,1452.1,16.784000000000002
Germany,2019-11-12,0.0,0.0,1318.6,15.23,1.1017,8760.8927181435,186.3251476172,13283.509766,DAX,1196.877552872833,13.824090042661343
France,2019-11-12,0.0,0.0,1318.6,15.23,1.1017,8760.8927181435,186.3251476172,5919.75,CAC 40,1196.877552872833,13.824090042661343
Canada,2019-11-12,0.0,0.0,1921.1,22.19,1.3227,8760.8927181435,186.3251476172,16909.400391,S&P/TSX,1452.407953428593,16.7762909200877
Italy,2019-11-12,0.0,0.0,1318.6,15.23,1.1017,8760.8927181435,186.3251476172,23782.0,FTSE MIB,1196.877552872833,13.824090042661343
Japan,2019-11-12,0.0,0.0,158491.2,1825.32,109.09,8760.8927181435,186.3251476172,23520.009766,Nikkei,1452.8481070675589,16.732239435328626
China,2019-11-12,0.0,0.0,10169.3,117.5,7.0066,8760.8927181435,186.3251476172,2914.820068,SSE,1451.388690663089,16.769902663203265
India,2019-11-12,0.0,0.0,103767.1,1202.16,71.75,8760.8927181435,186.3251476172,11913.450195,NSE,1446.2313588850175,16.754843205574915
United Kingdom,2019-11-12,0.0,0.0,1131.0,13.0537,1.2855,8760.8927181435,186.3251476172,7365.44,FTSE 100,879.8133022170362,10.154570206145467
Brazil,2019-11-13,0.0,0.0,6092.12,70.75,4.1772,8749.520591019,187.2511139834,105914.0,BOVESPA,1458.421909413004,16.937182801876855
United States,2019-11-13,0.0,0.0,1462.9,16.963,1.0,8749.520591019,187.2511139834,8482.099609,NASDAQ,1462.9,16.963
Germany,2019-11-13,0.0,0.0,1328.8,15.41,1.1004,8749.520591019,187.2511139834,13230.070313,DAX,1207.5608869501998,14.00399854598328
France,2019-11-13,0.0,0.0,1328.8,15.41,1.1004,8749.520591019,187.2511139834,5907.089844,CAC 40,1207.5608869501998,14.00399854598328
Canada,2019-11-13,0.0,0.0,1937.5,22.48,1.3239,8749.520591019,187.2511139834,16958.0,S&P/TSX,1463.4791147367625,16.98013445124254
Italy,2019-11-13,0.0,0.0,1328.8,15.41,1.1004,8749.520591019,187.2511139834,23578.0,FTSE MIB,1207.5608869501998,14.00399854598328
Japan,2019-11-13,0.0,0.0,159068.4,1843.1,108.83,8749.520591019,187.2511139834,23319.869141,Nikkei,1461.6227143250942,16.935587613709455
China,2019-11-13,0.0,0.0,10263.7,119.19,7.0223,8749.520591019,187.2511139834,2905.23999,SSE,1461.586659641428,16.973071500790336
India,2019-11-13,0.0,0.0,105458.6,1221.66,72.12,8749.520591019,187.2511139834,11840.450195,NSE,1462.2656683305602,16.93926788685524
United Kingdom,2019-11-13,0.0,0.0,1139.4,13.2015,1.284,8749.520591019,187.2511139834,7351.21,FTSE 100,887.3831775700935,10.281542056074766
Brazil,2019-11-14,0.0,0.0,6112.43,71.41,4.1912,8656.970922354,184.8074617077,106557.0,BOVESPA,1458.3961633899598,17.03807978621874
United States,2019-11-14,0.0,0.0,1466.7,17.022000000000002,1.0,8656.970922354,184.8074617077,8479.019531,NASDAQ,1466.7,17.022000000000002
Germany,2019-11-14,0.0,0.0,1333.1,15.45,1.1016,8656.970922354,184.8074617077,13180.230469,DAX,1210.1488743645607,14.025054466230937
France,2019-11-14,0.0,0.0,1333.1,15.45,1.1016,8656.970922354,184.8074617077,5901.080078,CAC 40,1210.1488743645607,14.025054466230937
Canada,2019-11-14,0.0,0.0,1944.0,22.57,1.3251,8656.970922354,184.8074617077,16972.199219,S&P/TSX,1467.0590898800092,17.03267677911101
Italy,2019-11-14,0.0,0.0,1333.1,15.45,1.1016,8656.970922354,184.8074617077,23481.0,FTSE MIB,1210.1488743645607,14.025054466230937
Japan,2019-11-14,0.0,0.0,159241.5,1842.19,108.33,8656.970922354,184.8074617077,23141.550781,Nikkei,1469.9667682082527,17.005354010892642
China,2019-11-14,0.0,0.0,10296.2,119.5,7.0195,8656.970922354,184.8074617077,2909.8701170000004,SSE,1466.7996296032481,17.024004558729256
India,2019-11-14,0.0,0.0,105549.3,1222.67,71.99,8656.970922354,184.8074617077,11872.099609,NSE,1466.1661341853037,16.983886650923743
United Kingdom,2019-11-14,0.0,0.0,1140.7,13.2244,1.2879,8656.970922354,184.8074617077,7292.76,FTSE 100,885.7054119108626,10.268188523953722
Brazil,2019-11-15,0.0,0.0,6143.2,71.18,4.1957,8500.643558162199,180.72497196,106557.0,BOVESPA,1464.1656934480538,16.96498796386777
United States,2019-11-15,0.0,0.0,1466.9,16.959,1.0,8500.643558162199,180.72497196,8540.830078,NASDAQ,1466.9,16.959
Germany,2019-11-15,0.0,0.0,1327.3,15.34,1.1046,8500.643558162199,180.72497196,13241.75,DAX,1201.61144305631,13.887380047075863
France,2019-11-15,0.0,0.0,1327.3,15.34,1.1046,8500.643558162199,180.72497196,5939.27002,CAC 40,1201.61144305631,13.887380047075863
Canada,2019-11-15,0.0,0.0,1939.5,22.42,1.3228,8500.643558162199,180.72497196,17028.5,S&P/TSX,1466.2080435439975,16.948896280616875
Italy,2019-11-15,0.0,0.0,1327.3,15.34,1.1046,8500.643558162199,180.72497196,23589.0,FTSE MIB,1201.61144305631,13.887380047075863
Japan,2019-11-15,0.0,0.0,159503.3,1842.29,108.8,8500.643558162199,180.72497196,23303.320313,Nikkei,1466.0229779411764,16.9328125
China,2019-11-15,0.0,0.0,10286.2,118.9,7.0075,8500.643558162199,180.72497196,2891.340088,SSE,1467.8844095611844,16.967534784159827
India,2019-11-15,0.0,0.0,105308.7,1212.82,71.6,8500.643558162199,180.72497196,11895.450195,NSE,1470.7918994413408,16.938826815642457
United Kingdom,2019-11-15,0.0,0.0,1136.8,13.1453,1.2901,8500.643558162199,180.72497196,7302.94,FTSE 100,881.1720021703743,10.189365165491047
Brazil,2019-11-16,0.0,0.0,6157.37,71.18,4.1957,8469.2608988992,182.10674341979998,106557.0,BOVESPA,1467.5429606501893,16.96498796386777
United States,2019-11-16,0.0,0.0,1466.9,16.959,1.0,8469.2608988992,182.10674341979998,8540.830078,NASDAQ,1466.9,16.959
Germany,2019-11-16,0.0,0.0,1327.3,15.34,1.1046,8469.2608988992,182.10674341979998,13241.75,DAX,1201.61144305631,13.887380047075863
France,2019-11-16,0.0,0.0,1327.3,15.34,1.1046,8469.2608988992,182.10674341979998,5939.27002,CAC 40,1201.61144305631,13.887380047075863
Canada,2019-11-16,0.0,0.0,1939.5,22.42,1.3228,8469.2608988992,182.10674341979998,17028.5,S&P/TSX,1466.2080435439975,16.948896280616875
Italy,2019-11-16,0.0,0.0,1327.3,15.34,1.1046,8469.2608988992,182.10674341979998,23589.0,FTSE MIB,1201.61144305631,13.887380047075863
Japan,2019-11-16,0.0,0.0,159503.3,1842.29,108.8,8469.2608988992,182.10674341979998,23303.320313,Nikkei,1466.0229779411764,16.9328125
China,2019-11-16,0.0,0.0,10286.2,118.9,7.0075,8469.2608988992,182.10674341979998,2891.340088,SSE,1467.8844095611844,16.967534784159827
India,2019-11-16,0.0,0.0,105308.7,1212.82,71.6,8469.2608988992,182.10674341979998,11895.450195,NSE,1470.7918994413408,16.938826815642457
United Kingdom,2019-11-16,0.0,0.0,1136.8,13.1453,1.2901,8469.2608988992,182.10674341979998,7302.94,FTSE 100,881.1720021703743,10.189365165491047
Brazil,2019-11-17,0.0,0.0,6157.37,71.18,4.1957,8537.3396519676,184.19214195830003,106557.0,BOVESPA,1467.5429606501893,16.96498796386777
United States,2019-11-17,0.0,0.0,1466.9,16.959,1.0,8537.3396519676,184.19214195830003,8540.830078,NASDAQ,1466.9,16.959
Germany,2019-11-17,0.0,0.0,1327.3,15.34,1.1046,8537.3396519676,184.19214195830003,13241.75,DAX,1201.61144305631,13.887380047075863
France,2019-11-17,0.0,0.0,1327.3,15.34,1.1046,8537.3396519676,184.19214195830003,5939.27002,CAC 40,1201.61144305631,13.887380047075863
Canada,2019-11-17,0.0,0.0,1939.5,22.42,1.3228,8537.3396519676,184.19214195830003,17028.5,S&P/TSX,1466.2080435439975,16.948896280616875
Italy,2019-11-17,0.0,0.0,1327.3,15.34,1.1046,8537.3396519676,184.19214195830003,23589.0,FTSE MIB,1201.61144305631,13.887380047075863
Japan,2019-11-17,0.0,0.0,159503.3,1842.29,108.8,8537.3396519676,184.19214195830003,23303.320313,Nikkei,1466.0229779411764,16.9328125
China,2019-11-17,0.0,0.0,10286.2,118.9,7.0075,8537.3396519676,184.19214195830003,2891.340088,SSE,1467.8844095611844,16.967534784159827
India,2019-11-17,0.0,0.0,105308.7,1212.82,71.6,8537.3396519676,184.19214195830003,11895.450195,NSE,1470.7918994413408,16.938826815642457
United Kingdom,2019-11-17,0.0,0.0,1136.8,13.1453,1.2901,8537.3396519676,184.19214195830003,7302.94,FTSE 100,881.1720021703743,10.189365165491047
Brazil,2019-11-18,0.0,0.0,6148.37,71.85,4.1932,8205.8063659942,178.4221816961,106347.0,BOVESPA,1466.2715825622436,17.134885051988935
United States,2019-11-18,0.0,0.0,1467.7,17.031,1.0,8205.8063659942,178.4221816961,8549.94043,NASDAQ,1467.7,17.031
Germany,2019-11-18,0.0,0.0,1324.5,15.39,1.1079,8205.8063659942,178.4221816961,13207.009766,DAX,1195.5050094773896,13.89114541023558
France,2019-11-18,0.0,0.0,1324.5,15.39,1.1079,8205.8063659942,178.4221816961,5929.790039,CAC 40,1195.5050094773896,13.89114541023558
Canada,2019-11-18,0.0,0.0,1939.4,22.51,1.321,8205.8063659942,178.4221816961,17025.099609,S&P/TSX,1468.1302043906132,17.040121120363363
Italy,2019-11-18,0.0,0.0,1324.5,15.39,1.1079,8205.8063659942,178.4221816961,23464.0,FTSE MIB,1195.5050094773896,13.89114541023558
Japan,2019-11-18,0.0,0.0,159320.7,1848.21,108.61,8205.8063659942,178.4221816961,23416.759766,Nikkei,1466.9063622134242,17.01694134978363
China,2019-11-18,0.0,0.0,10291.3,119.7,7.0246,8205.8063659942,178.4221816961,2909.199951,SSE,1465.037155140506,17.040116163197904
