"Date","Price","Open","High","Low","Change %"
"Jul 09, 2019","12.1160","12.0160","12.1558","11.9599","0.87%"
"Jul 08, 2019","12.0120","11.9797","12.1005","11.9307","0.29%"
"Jul 05, 2019","11.9775","12.1493","12.1973","11.9160","-1.43%"
"Jul 04, 2019","12.1512","12.1764","12.2052","12.0899","-0.17%"
"Jul 03, 2019","12.1724","12.1705","12.2723","12.0727","0.02%"
"Jul 02, 2019","12.1694","11.9809","12.1764","11.8982","1.57%"
"Jul 01, 2019","11.9818","12.0658","12.1177","11.9193","-0.70%"
"Jun 28, 2019","12.0658","12.0371","12.1193","11.9640","0.23%"
"Jun 27, 2019","12.0375","12.0253","12.0676","11.9316","0.10%"
"Jun 26, 2019","12.0257","12.1033","12.1337","11.9545","-0.70%"
"Jun 25, 2019","12.1110","12.1243","12.1989","12.0314","-0.06%"
"Jun 24, 2019","12.1185","12.0744","12.1708","11.9993","0.52%"
"Jun 21, 2019","12.0555","12.1447","12.2424","11.9352","-0.74%"
"Jun 20, 2019","12.1452","11.9857","12.2282","11.9455","1.33%"
"Jun 19, 2019","11.9862","11.9585","12.0054","11.8154","0.23%"
"Jun 18, 2019","11.9589","11.8410","12.0295","11.8080","1.00%"
"Jun 17, 2019","11.8410","11.8100","11.8651","11.7186","0.24%"
"Jun 14, 2019","11.8131","11.7663","11.9806","11.7312","0.39%"
"Jun 13, 2019","11.7677","11.6425","11.7894","11.5955","1.07%"
"Jun 12, 2019","11.6433","11.5962","11.7054","11.5623","0.41%"
"Jun 11, 2019","11.5962","11.5909","11.6483","11.5194","0.06%"
"Jun 10, 2019","11.5896","11.8163","11.8192","11.5274","-1.73%"
"Jun 07, 2019","11.7934","11.7240","11.8973","11.6828","0.59%"
"Jun 06, 2019","11.7240","11.6749","11.8175","11.6185","0.44%"
"Jun 05, 2019","11.6730","11.6681","11.8253","11.6060","0.05%"
"Jun 04, 2019","11.6672","11.6743","11.7189","11.5622","-0.06%"
"Jun 03, 2019","11.6743","11.5467","11.7260","11.5253","1.17%"
"May 31, 2019","11.5389","11.5163","11.6484","11.4724","0.19%"
"May 30, 2019","11.5169","11.4244","11.5765","11.3522","0.74%"
"May 29, 2019","11.4323","11.3449","11.4809","11.3184","0.77%"
"May 28, 2019","11.3454","11.5156","11.5347","11.2542","-1.47%"
"May 27, 2019","11.5152","11.4481","11.5532","11.4221","0.48%"
"May 24, 2019","11.4602","11.5435","11.5594","11.4181","-0.73%"
"May 23, 2019","11.5440","11.4156","11.5859","11.3849","1.12%"
"May 22, 2019","11.4160","11.3785","11.4759","11.3288","0.33%"
"May 21, 2019","11.3780","11.3634","11.4024","11.2677","0.11%"
"May 20, 2019","11.3657","11.3198","11.3974","11.2662","0.37%"
"May 17, 2019","11.3233","11.3894","11.3998","11.2901","-0.58%"
"May 16, 2019","11.3894","11.5238","11.5878","11.3312","-1.11%"
"May 15, 2019","11.5170","11.4657","11.5661","11.4229","0.44%"
"May 14, 2019","11.4671","11.3930","11.5159","11.3666","0.65%"
"May 13, 2019","11.3930","11.3667","11.4375","11.2105","0.12%"
"May 10, 2019","11.3791","11.3516","11.4063","11.3074","0.27%"
"May 09, 2019","11.3490","11.4118","11.4572","11.3050","-0.58%"
"May 08, 2019","11.4156","11.4128","11.5212","11.3841","0.01%"
"May 07, 2019","11.4144","11.3690","11.4457","11.3138","0.40%"
"May 06, 2019","11.3690","11.3886","11.4222","11.2675","0.25%"
"May 03, 2019","11.3410","11.2249","11.4488","11.1807","1.05%"
"May 02, 2019","11.2232","11.2452","11.3010","11.1655","-0.20%"
"May 01, 2019","11.2456","11.4632","11.4797","11.1822","-1.89%"
"Apr 30, 2019","11.4628","11.5285","11.5922","11.3661","-0.58%"
