"Date","Price","Open","High","Low","Change %"
"Oct 08, 2019","17.735","17.453","17.816","17.263","1.66%"
"Oct 07, 2019","17.445","17.635","17.642","17.375","-0.65%"
"Oct 04, 2019","17.560","17.564","17.674","17.293","-0.03%"
"Oct 03, 2019","17.565","17.583","17.808","17.460","0.00%"
"Oct 02, 2019","17.565","17.246","17.698","17.171","1.86%"
"Oct 01, 2019","17.245","17.001","17.340","16.878","1.41%"
"Sep 30, 2019","17.005","17.529","17.614","16.914","-3.13%"
"Sep 27, 2019","17.554","17.810","17.923","17.292","-1.44%"
"Sep 26, 2019","17.810","17.927","18.064","17.730","-0.59%"
"Sep 25, 2019","17.915","18.625","18.711","17.819","-3.73%"
"Sep 24, 2019","18.610","18.635","18.763","18.250","-0.13%"
"Sep 23, 2019","18.635","17.962","18.720","17.941","3.53%"
"Sep 20, 2019","18.000","17.790","18.002","17.746","1.18%"
"Sep 19, 2019","17.790","17.805","17.960","17.595","0.23%"
"Sep 18, 2019","17.750","18.021","18.059","17.519","-1.53%"
"Sep 17, 2019","18.025","17.845","18.108","17.737","0.92%"
"Sep 16, 2019","17.860","17.445","18.032","17.445","2.44%"
"Sep 13, 2019","17.435","18.060","18.213","17.382","-3.70%"
"Sep 12, 2019","18.105","18.100","18.491","17.987","0.03%"
"Sep 11, 2019","18.100","18.015","18.264","17.888","0.44%"
"Sep 10, 2019","18.020","18.000","18.195","17.767","0.06%"
"Sep 09, 2019","18.010","18.190","18.332","17.920","-0.94%"
"Sep 06, 2019","18.180","18.660","18.810","17.982","-2.57%"
"Sep 05, 2019","18.660","19.580","19.600","18.495","-4.75%"
"Sep 04, 2019","19.590","19.260","19.671","19.173","1.69%"
"Sep 03, 2019","19.265","18.480","19.306","18.323","4.25%"
"Sep 02, 2019","18.480","18.430","18.573","18.253","0.54%"
"Aug 30, 2019","18.380","18.265","18.495","18.065","0.60%"
"Aug 29, 2019","18.270","18.340","18.675","18.035","-0.49%"
"Aug 28, 2019","18.360","18.180","18.531","18.054","0.91%"
"Aug 27, 2019","18.195","17.665","18.221","17.624","3.03%"
"Aug 26, 2019","17.660","17.612","17.800","17.510","1.26%"
"Aug 23, 2019","17.440","17.040","17.497","16.965","2.38%"
"Aug 22, 2019","17.035","17.145","17.171","16.920","-0.50%"
"Aug 21, 2019","17.120","17.170","17.220","16.983","-0.29%"
"Aug 20, 2019","17.170","16.885","17.213","16.852","1.72%"
"Aug 19, 2019","16.880","17.115","17.160","16.841","-1.32%"
"Aug 16, 2019","17.105","17.275","17.354","17.035","-0.98%"
"Aug 15, 2019","17.275","17.210","17.397","17.097","0.35%"
"Aug 14, 2019","17.215","16.979","17.338","16.866","1.41%"
"Aug 13, 2019","16.975","17.075","17.532","16.555","-0.53%"
"Aug 12, 2019","17.065","16.958","17.178","16.803","0.59%"
"Aug 09, 2019","16.965","16.905","17.151","16.852","0.35%"
"Aug 08, 2019","16.905","17.080","17.221","16.799","-1.20%"
"Aug 07, 2019","17.110","16.445","17.263","16.436","3.98%"
"Aug 06, 2019","16.455","16.435","16.524","16.348","0.37%"
"Aug 05, 2019","16.395","16.220","16.588","16.114","1.08%"
