"Symbol: ^XAGINR",,,,,,"Study: VOL",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2018-04-12,1084.95,1088.7,1073.06,1073.15,0,3069,
2018-04-13,1073.07,1086.55,1073.01,1084.13,10.980000000000018,3039,
2018-04-16,1084.46,1095.37,1079.43,1088.85,4.7199999999998,3016,
2018-04-17,1088.98,1101.54,1087.82,1100,11.150000000000091,3032,
2018-04-18,1100,1132.07,1096.94,1129.16,29.160000000000082,3017,
2018-04-19,1127.94,1142.62,1125.61,1138.96,9.799999999999955,3047,
2018-04-20,1138.59,1138.61,1125.2,1131.49,-7.470000000000027,3048,
2018-04-23,1131.26,1131.29,1103.72,1103.94,-27.549999999999955,3000,
2018-04-24,1104.28,1110.02,1099.89,1109.75,5.809999999999945,2915,
2018-04-25,1108.77,1111.96,1104.03,1105.99,-3.759999999999991,2933,
2018-04-26,1105.78,1108.72,1097.4,1103.27,-2.7200000000000273,2950,
2018-04-27,1103.41,1105.1,1093.65,1098.6,-4.670000000000073,2963,
2018-04-30,1097.27,1099.99,1076.05,1083.27,-15.329999999999927,2982,
2018-05-01,1083.24,1086,1072.27,1077.48,-5.789999999999964,2878,
2018-05-02,1077.53,1098.4,1075.9,1092.19,14.710000000000036,2903,
2018-05-03,1090.51,1101.61,1089.16,1093.9,1.7100000000000364,2853,
2018-05-04,1094.17,1102,1093.36,1102,8.099999999999909,2851,
2018-05-07,1102.1,1108.33,1100.25,1104.14,2.1400000000001,3008,
2018-05-08,1104.03,1106.59,1093.66,1105.06,0.9199999999998454,2865,
2018-05-09,1105.07,1115.08,1101.92,1108.33,3.269999999999982,2926,
2018-05-10,1109.49,1122.77,1107.59,1119.54,11.210000000000036,3020,
2018-05-11,1120.1,1130.31,1117.61,1121.1,1.5599999999999454,3035,
2018-05-14,1120.22,1125.76,1114.23,1115.38,-5.7199999999998,3086,
2018-05-15,1114.66,1122.68,1104.44,1106.47,-8.910000000000082,3024,
2018-05-16,1106.61,1112.97,1097.6,1107.37,0.8999999999998636,2995,
2018-05-17,1106.9,1116.36,1104.82,1112.14,4.770000000000209,2940,
2018-05-18,1112.05,1117.93,1110.02,1115.8,3.6599999999998545,3005,
2018-05-21,1115.3,1128.05,1107.35,1123.83,8.029999999999973,2968,
2018-05-22,1122.68,1130.66,1116.94,1124.07,0.2400000000000091,2980,
2018-05-23,1122.8,1131.51,1115.68,1121.41,-2.6599999999998545,3006,
2018-05-24,1121.69,1137.24,1120.56,1135.63,14.220000000000027,2996,
2018-05-25,1134.72,1136.45,1114.77,1115.39,-20.24000000000001,2912,
2018-05-28,1115.41,1115.78,1105.13,1108.66,-6.730000000000018,2412,
2018-05-29,1107.66,1116.44,1106.08,1110.08,1.4199999999998454,2774,
2018-05-30,1107.11,1116.39,1100.88,1111.26,1.1800000000000637,2922,
2018-05-31,1110.79,1117.44,1104.7,1104.87,-6.3900000000001,2788,
2018-06-01,1106.08,1107.53,1093.82,1095.65,-9.2199999999998,2920,
2018-06-04,1096.46,1106.98,1095.8,1098.66,3.009999999999991,2962,
2018-06-05,1099.1,1109.29,1097.47,1104.35,5.689999999999827,2879,
2018-06-06,1103.93,1116.36,1103.93,1111.62,7.269999999999982,2921,
2018-06-07,1110.87,1135.21,1110.87,1124.37,12.75,2921,
2018-06-08,1123.71,1133.15,1121.28,1130.85,6.480000000000018,2938,
2018-06-11,1131.63,1141.21,1128.01,1140.9,10.050000000000182,2985,
2018-06-12,1140.48,1140.48,1130.74,1137.48,-3.4200000000000728,3061,
2018-06-13,1135.31,1152.15,1134.28,1147.69,10.210000000000036,2837,
2018-06-14,1150.94,1166.1,1141.76,1163.33,15.639999999999873,3034,
2018-06-15,1166.66,1169.75,1122.71,1131.2,-32.12999999999988,3012,
2018-06-18,1123.17,1132.58,1117.67,1119.26,-11.940000000000055,3084,
2018-06-19,1118.03,1123.8,1106.92,1106.92,-12.339999999999918,2898,
2018-06-20,1106.46,1113.83,1105.4,1105.44,-1.4800000000000182,2904,
2018-06-21,1105.85,1113.16,1101.74,1105.01,-0.43000000000006366,2834,
2018-06-22,1105.38,1116.41,1104.88,1114.1,9.089999999999918,2900,
2018-06-25,1114.77,1117.06,1108.18,1110.51,-3.589999999999918,2793,
2018-06-26,1109.52,1114.97,1101.37,1111.97,1.4600000000000364,2883,
2018-06-27,1111.75,1113.27,1104.08,1104.08,-7.8900000000001,2813,
2018-06-28,1104.23,1112.88,1094.51,1098.93,-5.149999999999864,2825,
2018-06-29,1099.59,1103.22,1094.62,1100.03,1.099999999999909,2921,
2018-07-02,1099.64,1101.51,1083.75,1086.96,-13.069999999999936,2968,
2018-07-03,1086.83,1097.89,1086.19,1095.48,8.519999999999982,2952,
2018-07-04,1096.43,1107.44,1095.89,1106.72,11.240000000000009,2513,
2018-07-05,1106.79,1108.39,1096.76,1101.73,-4.990000000000009,2953,
2018-07-06,1102.43,1108.07,1096.47,1100.6,-1.1300000000001091,2939,
2018-07-09,1101.49,1111.72,1100.63,1103.81,3.2100000000000364,3029,
2018-07-10,1103.19,1110.42,1093.34,1100.76,-3.0499999999999545,2943,
2018-07-11,1100.01,1102.72,1084.89,1085.7,-15.059999999999945,3029,
2018-07-12,1086.15,1090.31,1082.34,1089.36,3.6599999999998545,2991,
2018-07-13,1085.52,1091.45,1078.13,1080.95,-8.409999999999854,3012,
2018-07-16,1080.58,1085.81,1078.9,1079.43,-1.5199999999999818,2951,
2018-07-17,1080.36,1083.75,1062.51,1062.55,-16.88000000000011,2993,
2018-07-18,1063.42,1066.34,1054.92,1063.13,0.5800000000001546,2984,
2018-07-19,1064.64,1066.45,1048.36,1053.58,-9.550000000000182,2937,
2018-07-20,1053.87,1065.94,1052.26,1064.55,10.970000000000027,3010,
2018-07-23,1064.58,1066.61,1057.17,1058.49,-6.059999999999945,2997,
2018-07-24,1059.38,1070.98,1056.43,1062.1,3.6099999999999,2984,
2018-07-25,1064.51,1071.36,1062.07,1069.1,7,2965,
2018-07-26,1070.4,1074.07,1055.87,1055.87,-13.230000000000018,2970,
2018-07-27,1056.21,1063.36,1051.83,1061.61,5.740000000000009,2920,
2018-07-30,1059.98,1064.3,1056.35,1061.93,0.3200000000001637,2997,
2018-07-31,1060.61,1065.88,1053.48,1060.99,-0.9400000000000546,2912,
2018-08-01,1060.72,1061.79,1049.45,1049.45,-11.539999999999964,2898,
2018-08-02,1049,1059.45,1047.43,1047.6,-1.8500000000001364,2947,
2018-08-03,1047.88,1063.85,1046.43,1053.91,6.310000000000173,2954,
2018-08-06,1054.69,1058.79,1050.37,1050.37,-3.540000000000191,3035,
2018-08-07,1051.23,1061.53,1050.77,1052.62,2.25,2895,
2018-08-08,1052.24,1059.07,1049.57,1054.01,1.3900000000001,2905,
2018-08-09,1053.96,1062.34,1053.36,1061.3,7.289999999999964,3038,
2018-08-10,1061.71,1064.84,1054.24,1056.12,-5.180000000000064,2880,
2018-08-13,1055.92,1063.52,1047.08,1047.08,-9.039999999999964,2956,
2018-08-14,1048.35,1054.83,1046.97,1051.6,4.519999999999982,2931,
2018-08-15,1051.13,1057.18,1010.11,1012.31,-39.289999999999964,2879,
2018-08-16,1012.94,1035.72,1009.47,1023.58,11.270000000000095,2975,
2018-08-17,1024.2,1031.65,1022.65,1031.07,7.489999999999895,2947,
2018-08-20,1028.75,1035.54,1022.75,1027.28,-3.7899999999999636,2987,
2018-08-21,1027.66,1032.8,1026.76,1030.82,3.5399999999999636,2989,
2018-08-22,1030.26,1036.7,1025.74,1027.98,-2.839999999999918,3017,
2018-08-23,1028.23,1029.7,1016.84,1016.87,-11.110000000000014,2957,
2018-08-24,1016.94,1035.97,1015.84,1031.7,14.830000000000041,2961,
2018-08-27,1033.93,1040.37,1032.03,1040.02,8.319999999999936,2980,
2018-08-28,1039.75,1051.38,1029.02,1031.22,-8.799999999999955,2999,
2018-08-29,1031.66,1040.8,1031.61,1040.05,8.829999999999927,3008,
2018-08-30,1039.93,1045.52,1029.67,1031.68,-8.36999999999989,2992,
2018-08-31,1032.18,1041.32,1025.06,1028.05,-3.630000000000109,3006,
2018-09-03,1030.35,1031.44,1021.11,1029.74,1.6900000000000546,2471,
2018-09-04,1030.94,1033.08,1002.83,1007.75,-21.99000000000001,2951,
