"Symbol: ^XAGJPY",,,,,,"Study: VOL",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2020-06-01,1924.1,1971.47,1924.1,1965.53,42.75999999999999,2860,
2020-06-02,1965.64,1981.25,1934.23,1960.39,-5.139999999999873,2979,
2020-06-03,1960.21,1963.3,1903.54,1918.67,-41.72000000000003,2882,
2020-06-04,1917.44,1944.45,1905.14,1930.64,11.970000000000027,3070,
2020-06-05,1930.49,1934.75,1891.03,1905.14,-25.5,2978,
2020-06-08,1904.7,1937.22,1897.15,1922.83,17.689999999999827,2871,
2020-06-09,1921.28,1921.63,1886.73,1886.73,-36.09999999999991,3125,
2020-06-10,1886.63,1941.52,1886.63,1938.25,51.51999999999998,3059,
2020-06-11,1938.08,1940.73,1872.79,1882.82,-55.430000000000064,2851,
2020-06-12,1882.86,1898.66,1858.36,1874.75,-8.069999999999936,2939,
2020-06-15,1874.79,1878.96,1823.47,1861.99,-12.759999999999991,2958,
2020-06-16,1862.04,1879.27,1853.55,1870.57,8.579999999999927,3019,
2020-06-17,1870.53,1882.6,1857.8,1870.32,-0.25,3264,
2020-06-18,1869.57,1886.04,1848.85,1856.36,-13.960000000000036,3249,
2020-06-19,1856.44,1896.34,1855.17,1878.37,22.00999999999999,3325,
2020-06-22,1878.67,1920.72,1878.67,1891.57,13.200000000000045,3068,
2020-06-23,1891.28,1914.51,1891.28,1909.64,18.070000000000164,3143,
